,plot,New_Source,New_Pedigree,Old_Pedigree,Old_Source,Shared,New_Family,Tester,Pass,Range,Group.1,canopy_cover
468,MIH119_2218,WIPV17/30841,PHN11_PHW65_0178/PHT69,PHN11_PHW65_0178/PHT69,WIPV17/30841,1,PHN11_PHW65,PHT69,22,18,2218,0.914248194
469,MIH119_2219,NA,B37/OH43,B14A/OH43,NA,NA,NA,NA,23,18,2219,0.916246528
470,MIH119_2220,WIPV17/30857,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0224/PHT69,WIPV17/30857,1,PHN11_PHW65,PHT69,24,18,2220,0.908106111
471,MIH119_2221,NA,B37/H95,B14A/H95,NA,NA,NA,NA,25,18,2221,0.772951389
472,MIH119_2222,WIPV17/30211,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0107/PHT69,WIPV17/30211,1,PHN11_PHW65,PHT69,26,18,2222,0.834078667
473,MIH119_2223,WIPV17/30826,PHN11_PHW65_0139/PHT69,PHN11_PHW65_0139/PHT69,WIPV17/30826,1,PHN11_PHW65,PHT69,27,18,2223,0.899131389
474,MIH119_2224,NA,CGR01/CG44,PHW52/PHN82,NA,NA,NA,NA,28,18,2224,0.9114875
475,MIH119_2225,WIPV17/30798,PHN11_PHW65_0084/PHT69,PHN11_PHW65_0084/PHT69,WIPV17/30798,1,PHN11_PHW65,PHT69,29,18,2225,0.882668611
476,MIH119_2226,WIPV17/30795,PHN11_PHW65_0079/PHT69,PHN11_PHW65_0079/PHT69,WIPV17/30795,1,PHN11_PHW65,PHT69,30,18,2226,0.875670556
477,MIH119_2227,WIPV17/30873,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0267/PHT69,WIPV17/30873,1,PHN11_PHW65,PHT69,30,19,2227,0.905846389
478,MIH119_2228,WIPV18/30626,PHN11_PHW65_0190/PHT69,PHN11_PHW65_0190/PHT69,WIPV17/30246,1,PHN11_PHW65,PHT69,29,19,2228,0.926202361
479,MIH119_2229,WIPV17/30859,PHN11_PHW65_0227/PHT69,PHN11_PHW65_0227/PHT69,WIPV17/30859,1,PHN11_PHW65,PHT69,28,19,2229,0.916659167
480,MIH119_2230,WIPV17/30816,PHN11_PHW65_0117/PHT69,PHN11_PHW65_0117/PHT69,WIPV17/30816,1,PHN11_PHW65,PHT69,27,19,2230,0.897838889
481,MIH119_2231,WIPV17/30893,PHN11_PHW65_0310/PHT69,PHN11_PHW65_0310/PHT69,WIPV17/30893,1,PHN11_PHW65,PHT69,26,19,2231,0.831373333
482,MIH119_2232,WIPV17/30865,PHN11_PHW65_0250/PHT69,PHN11_PHW65_0250/PHT69,WIPV17/30865,1,PHN11_PHW65,PHT69,25,19,2232,0.894556944
483,MIH119_2233,WIPV17/30966,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0663/PHT69,WIPV17/30972,NA,PHN11_PHW65,PHT69,24,19,2233,0.898549167
484,MIH119_2234,WIPV17/30876,PHN11_PHW65_0276/PHT69,PHN11_PHW65_0276/PHT69,WIPV17/30876,1,PHN11_PHW65,PHT69,23,19,2234,0.854391528
485,MIH119_2235,WIPV17/30341,PHN11_PHW65_0427/PHT69,PHN11_PHW65_0427/PHT69,WIPV17/30341,1,PHN11_PHW65,PHT69,22,19,2235,0.856888611
486,MIH119_2236,WIPV18/30532,PHN11_PHW65_0395/PHT69,PHN11_PHW65_0395/PHT69,WIPV17/30930,1,PHN11_PHW65,PHT69,21,19,2236,0.910513333
487,MIH119_2237,WIPV18/30566,PHN11_PHW65_0305/PHT69,PHN11_PHW65_0305/PHT69,WIPV17/30891,1,PHN11_PHW65,PHT69,20,19,2237,0.91671625
488,MIH119_2238,WIPV17/30230,PHN11_PHW65_0144/PHT69,PHN11_PHW65_0144/PHT69,WIPV17/30230,1,PHN11_PHW65,PHT69,19,19,2238,0.896417083
489,MIH119_2239,WIPV17/30966,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0637/PHT69,WIPV17/30970,NA,PHN11_PHW65,PHT69,18,19,2239,0.832290972
490,MIH119_2240,WIPV18/30569,PHN11_PHW65_0168/PHT69,PHN11_PHW65_0168/PHT69,WIPV17/30838,1,PHN11_PHW65,PHT69,17,19,2240,0.897519861
491,MIH119_2241,WIPV17/30967,PHN11_PHW65_0612/PHT69,PHN11_PHW65_0612/PHT69,WIPV17/30967,1,PHN11_PHW65,PHT69,16,19,2241,0.876981667
492,MIH119_2242,WIPV17/30840,PHN11_PHW65_0176/PHT69,PHN11_PHW65_0176/PHT69,WIPV17/30840,1,PHN11_PHW65,PHT69,15,19,2242,0.912515417
493,MIH119_2243,WIPV17/30764,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0022/PHT69,WIPV17/30765,NA,PHN11_PHW65,PHT69,14,19,2243,0.904604306
494,MIH119_2244,NA,PHW65/PHT69,PHW65/PHT69,NA,1,NA,PHT69,13,19,2244,0.899510556
495,MIH119_2245,WIPV18/30564,PHN11_PHW65_0059/PHT69,PHN11_PHW65_0059/PHT69,WIPV17/30779,1,PHN11_PHW65,PHT69,12,19,2245,0.925383333
496,MIH119_2246,NA,PHN11/PHT69,PHN11/PHT69,NA,1,NA,PHT69,11,19,2246,0.9033625
497,MIH119_2247,WIPV17/30916,PHN11_PHW65_0358/PHT69,PHN11_PHW65_0358/PHT69,WIPV17/30916,1,PHN11_PHW65,PHT69,10,19,2247,0.911741667
498,MIH119_2248,WIPV17/30874,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0275/PHT69,WIPV17/30875,NA,PHN11_PHW65,PHT69,9,19,2248,0.913868333
499,MIH119_2249,WIPV17/30939,PHN11_PHW65_0423/PHT69,PHN11_PHW65_0423/PHT69,WIPV17/30939,1,PHN11_PHW65,PHT69,8,19,2249,0.928380139
500,MIH119_2250,WIPV18/30604,PHN11_PHW65_0279/PHT69,PHN11_PHW65_0279/PHT69,WIPV17/30879,1,PHN11_PHW65,PHT69,7,19,2250,0.901818333
