,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L2.End.Angle,RPlant.L2.End.Length,RPlant.L2.Mid.Angle,RPlant.L2.Mid.Length,RPlant.L2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,total_blade_length,upblade_length,downblade_length,curled
246,MIH119_1247,25,10,1,PHN11_PHW65_0276/PHT69,PHN11_PHW65_0276/PHT69,WIPV17/30876,1.0,85.0,50.0,50.0,57.0,35.0,0.05921643359433711,1.702000517791175,-2.3374942426422414,1.4459677990382453,43.66453325778175,49.80973490458728,36.63889375213274,4.357787137382909,91.51758358210424,58.54753733427588,32.97004624782836,0.0
247,MIH119_1248,26,10,1,PHN11_PHW65_0279/PHT69,PHN11_PHW65_0279/PHT69,WIPV17/30879,1.0,90.0,34.0,40.0,36.0,25.0,0.09670169794468375,1.7994549660566954,-0.6287832548155012,1.5852777155408553,23.14035394871542,34.0,27.577599952283208,0.0,67.35227155938169,37.27551004026191,30.076761519119778,0.0
248,MIH119_1249,27,10,1,PHN11_PHW65_0282/PHT69,PHN11_PHW65_0282/PHT69,WIPV17/30880,1.0,90.0,45.0,65.0,37.0,50.0,0.02812691083658605,1.7994549660566952,-0.7055652018322521,1.2701229303768564,33.53338812035605,45.0,15.63687568440588,0.0,57.192813553148056,37.67560454948432,19.517209003663734,0.0
249,MIH119_1250,28,10,1,PHN11_PHW65_0284/PHT69,PHN11_PHW65_0284/PHT69,WIPV17/30881,1.0,90.0,40.0,45.0,36.0,40.0,0.537570212532541,1.1917535925942102,-1.9962101606570182,0.9508834237821235,25.455844122715714,40.0,25.45584412271571,0.0,65.45783906388748,36.13340631014871,29.324432753738776,0.0
250,MIH119_2001,29,10,2,PHN11_PHW65_0285/PHT69,PHN11_PHW65_0285/PHT69,WIPV17/30882,1.0,70.0,51.0,45.0,51.0,30.0,0.07246970597905143,1.7320508075688767,-0.43858528826598714,1.5155302623779592,36.062445840513924,47.92432366008133,36.062445840513924,17.443027309609104,75.0427538109117,52.57336325341069,22.46939055750101,0.0
251,MIH119_2002,30,10,2,PHN11_PHW65_0288/PHT69,PHN11_PHW65_0288/PHT69,WIPV17/30884,1.0,50.0,38.0,30.0,54.0,15.0,0.03852690466624274,2.1547005383792524,0.0,0.0,27.000000000000007,29.109688838521166,46.76537180435968,24.42592916808849,56.73017670951319,56.73017670951319,0.0,1.0
252,MIH119_2003,30,11,2,PHN11_PHW65_0294/PHT69,PHN11_PHW65_0294/PHT69,WIPV17/30886,1.0,60.0,39.0,35.0,51.0,20.0,0.06314323000357751,1.923804400163087,-1.6413539316951105,1.7282138392158122,29.252398253903355,33.77499074759311,41.776754258738585,19.499999999999996,76.056659209808,53.11909883405186,22.93756037575613,0.0
253,MIH119_2004,29,11,2,PHN11_PHW65_0300/PHT69,PHN11_PHW65_0300/PHT69,WIPV17/30887,1.0,80.0,43.0,45.0,46.0,35.0,0.2251833340482805,1.4281480067421144,-1.5810540971360536,1.2095864241200707,32.526911934581186,42.34673337952494,32.526911934581186,7.466871639678004,73.63343219229459,46.655062672280984,26.97836952001361,0.0
254,MIH119_2005,28,11,2,PHN11_PHW65_0301/PHT69,PHN11_PHW65_0301/PHT69,WIPV17/30888,1.0,85.0,37.0,30.0,45.0,20.0,0.2791479184815346,1.5862568277145443,-0.9639207985615535,1.356105395500978,22.500000000000004,36.85920382939459,38.97114317029974,3.224762481663352,84.69367393008002,45.92104903881028,38.772624891269736,0.0
255,MIH119_2006,27,11,2,PHN11_PHW65_0302/PHT69,PHN11_PHW65_0302/PHT69,WIPV17/30889,1.0,75.0,57.0,40.0,52.0,25.0,0.07207098669158735,1.7994549660566956,-0.20576042285311513,1.5624098741510664,33.42495570370005,55.057772098476896,39.834311042186854,14.752685570843681,87.68706895124612,53.84240339148945,33.84466555975667,0.0
256,MIH119_2007,26,11,2,PHN11_PHW65_0303/PHT69,PHN11_PHW65_0303/PHT69,WIPV17/30890,1.0,85.0,54.0,45.0,52.0,30.0,0.07144683456102265,1.732050807568877,-0.4254794913022746,1.5247734597013698,36.76955262170048,53.79451369695426,36.76955262170047,4.706410108373541,90.49962782429097,53.60421351328149,36.895414311009475,0.0
257,MIH119_2008,25,11,2,PHN11_PHW65_0305/PHT69,PHN11_PHW65_0305/PHT69,WIPV17/30891,1.0,90.0,52.0,50.0,49.0,30.0,0.017714087548006536,2.064177772475912,-0.2133017554055254,1.869603366628402,37.536177712829925,52.0,31.496592874640424,0.0,86.9653765419944,51.24766295076836,35.717713591226044,0.0
258,MIH119_2009,24,11,2,PHN11_PHW65_0310/PHT69,PHN11_PHW65_0310/PHT69,WIPV17/30893,1.0,90.0,38.0,65.0,30.0,55.0,0.08895680097949585,1.5015999114836835,-0.8999335886126993,1.1112364934921162,27.1892336110995,38.0,12.678547852220984,0.0,46.969475232831,30.28510411134157,16.684371121489427,0.0
259,MIH119_2010,23,11,2,PHN11_PHW65_0315/PHT69,PHN11_PHW65_0315/PHT69,WIPV17/30895,1.0,75.0,52.0,40.0,46.0,25.0,0.07949281139192438,1.7994549660566954,-0.17760225354682432,1.588132671273675,29.568230045580812,50.22814296703155,35.23804438347299,13.458590345331078,78.3422087049344,47.62981838477912,30.712390320155265,0.0
260,MIH119_2011,22,11,2,PHN11_PHW65_0319/PHT69,PHN11_PHW65_0319/PHT69,WIPV17/30897,1.0,85.0,37.0,40.0,47.0,20.0,0.016825957067108335,2.25,-0.52110873313701,2.18629480474269,30.21101765526735,36.85920382939459,36.00408882659197,3.224762481663352,83.94554402869989,49.84835136367111,34.09719266502878,0.0
261,MIH119_2012,21,11,2,PHN11_PHW65_0320/PHT69,PHN11_PHW65_0320/PHT69,WIPV17/30898,1.0,90.0,55.0,45.0,33.0,30.0,0.09966789126495237,1.732050807568877,-0.12776923656838013,1.507126286858699,23.33452377915607,55.0,23.334523779156065,0.0,73.97324602186833,34.01805857573633,39.955187446132,0.0
262,MIH119_2013,20,11,2,PHN11_PHW65_0322/PHT69,PHN11_PHW65_0322/PHT69,WIPV17/30900,1.0,90.0,46.0,50.0,48.0,35.0,0.06680901771812038,1.702000517791175,-1.1242344504851094,1.4903218555451105,36.770133269710946,46.0,30.853805264953884,0.0,81.76146855326135,49.30318933412706,32.45827921913429,0.0
263,MIH119_2014,19,11,2,PHN11_PHW65_0323/PHT69,PHN11_PHW65_0323/PHT69,WIPV17/30901,1.0,65.0,62.0,40.0,56.0,30.0,0.23476724047760336,1.4533631938113545,-0.44040113379968676,1.209558412375311,35.9961061424462,56.1910827962723,42.89848881466277,26.202332227923364,83.19353599601892,56.88384893831759,26.309687057701336,0.0
264,MIH119_2015,18,11,2,PHN11_PHW65_0328/PHT69,PHN11_PHW65_0328/PHT69,WIPV17/30902,1.0,90.0,43.0,50.0,39.0,35.0,0.07729281554675493,1.7020005177911748,-0.5692261584232108,1.470247688171667,29.87573328164014,43.0,25.06871677777503,0.0,68.73897777380651,40.05884133397823,28.680136439828285,0.0
265,MIH119_2016,17,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0344/PHT69,WIPV17/30308,,70.0,46.0,35.0,52.0,30.0,0.6934047356496205,1.2127950320219432,-2.1170271068820994,0.9789962638859613,29.8259746902544,43.22586055615179,42.595906303027576,15.73292659298076,82.23837110575701,52.2177130572294,30.020658048527615,0.0
266,MIH119_2017,16,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0329/PHT69,WIPV17/30903,1.0,85.0,45.0,50.0,46.0,45.0,0.42380732637025875,1.1917535925942098,-3.3310726864322406,0.90282457469239,35.23804438347299,44.82876141412855,29.568230045580805,3.9220084236446175,73.55637484265822,46.16135690792322,27.395017934735,0.0
267,MIH119_2018,15,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0345/PHT69,WIPV17/30309,,75.0,57.0,45.0,48.0,25.0,0.01770407437655419,2.144506920509559,-0.05149227735839933,1.9411513903502342,33.941125496954285,55.057772098476896,33.94112549695428,14.752685570843681,80.27790888197482,50.57158347882441,29.70632540315042,0.0
268,MIH119_2019,14,11,2,PHN11_PHW65_0336/PHT69,PHN11_PHW65_0336/PHT69,WIPV17/30905,1.0,55.0,51.0,35.0,59.0,25.0,0.24412068935108744,1.5015999114836842,-1.3137116514547713,1.2917285182128062,33.84100974471173,41.776754258738585,48.32997061305051,29.252398253903348,80.80645943108942,60.04689841305473,20.7595610180347,0.0
269,MIH119_2020,13,11,2,PHN11_PHW65_0343/PHT69,PHN11_PHW65_0343/PHT69,WIPV17/30907,1.0,80.0,66.0,45.0,51.0,25.0,0.01651731962512191,2.1445069205095586,-0.038556005518064165,1.9192769078300718,36.062445840513924,64.99731169880573,36.062445840513924,11.460779726017401,93.18295503190117,53.732307446250935,39.45064758565024,0.0
270,MIH119_2021,12,11,2,PHN11_PHW65_0345/PHT69,PHN11_PHW65_0347/PHT69,WIPV17/30911,,85.0,38.0,35.0,45.0,30.0,0.7150697068568306,1.212795032021943,-3.036552142691262,0.9653248152615529,25.810939635797077,37.85539852748633,36.86184199300463,3.31191822441101,80.83697692297054,45.188405530294666,35.648571392675855,0.0
271,MIH119_2022,11,11,2,PHN11_PHW65_0346/PHT69,PHN11_PHW65_0346/PHT69,WIPV17/30910,1.0,50.0,50.0,35.0,48.0,25.0,0.2707405732283502,1.5015999114836842,-0.3490878309901745,1.2721724439927402,27.531668944850217,38.302222155948904,39.319298125871605,32.13938048432696,61.86678990308544,48.851713963163164,13.015075939922271,0.0
272,MIH119_2023,10,11,2,PHN11_PHW65_0352/PHT69,PHN11_PHW65_0352/PHT69,WIPV17/30312,1.0,90.0,42.0,45.0,44.0,25.0,0.019557912323508102,2.144506920509559,-0.2789707277773869,1.974480711823442,31.112698372208094,42.0,31.112698372208087,0.0,80.23736873147107,46.357284855589036,33.88008387588202,0.0
273,MIH119_2024,9,11,2,PHN11_PHW65_0353/PHT69,PHN11_PHW65_0353/PHT69,WIPV17/30913,1.0,90.0,46.0,55.0,34.0,35.0,0.02203727152912339,2.0396067291614743,-0.10478041560819708,1.8030683129923633,27.85116950582572,46.0,19.501598835935567,0.0,62.925050807756875,35.34273275927703,27.58231804847985,0.0
274,MIH119_2025,8,11,2,PHN11_PHW65_0354/PHT69,PHN11_PHW65_0354/PHT69,WIPV17/30914,1.0,75.0,49.0,40.0,52.0,30.0,0.2427889103663997,1.4533631938113547,-1.0991499195281291,1.2183060562313084,33.42495570370005,47.33036548816435,39.834311042186854,12.682133210023515,83.43206281862565,52.820716871294906,30.611345947330744,0.0
275,MIH119_2026,7,11,2,PHN11_PHW65_0355/PHT69,PHN11_PHW65_0355/PHT69,WIPV17/30915,1.0,60.0,57.0,40.0,55.0,30.0,0.23669289151772288,1.4533631938113545,-0.5499932561974563,1.2161244864436436,35.353318532759666,49.363448015713004,42.13244437154379,28.499999999999996,75.5052323970103,55.86806592156193,19.63716647544838,0.0
276,MIH119_2027,6,11,2,PHN11_PHW65_0358/PHT69,PHN11_PHW65_0358/PHT69,WIPV17/30916,1.0,85.0,53.0,50.0,47.0,35.0,0.06780375462547343,1.702000517791175,-0.4002215028142521,1.4739296440585312,36.00408882659197,52.79831899886251,30.211017655267344,4.619254365625883,79.37079943029198,48.27603955633274,31.094759873959234,0.0
277,MIH119_2028,5,11,2,PHN11_PHW65_0365/PHT69,PHN11_PHW65_0365/PHT69,WIPV17/30919,1.0,80.0,55.0,40.0,60.0,25.0,0.06428002176632153,1.7994549660566954,-0.48613570981039694,1.5711779119206961,38.56725658119236,54.16442641567144,45.96266658713868,9.550649771681169,102.3513082826648,62.12585006710321,40.2254582155616,0.0
278,MIH119_2029,4,11,2,PHN11_PHW65_0372/PHT69,PHN11_PHW65_0372/PHT69,WIPV17/30921,1.0,60.0,59.0,40.0,63.0,30.0,0.22255985218875407,1.4533631938113547,-1.018492898691216,1.2340702285885061,40.49561941025198,51.095498823281886,48.260799916495614,29.499999999999996,85.63535538331436,63.994330055607286,21.64102532770708,0.0
279,MIH119_2030,3,11,2,PHN11_PHW65_0374/PHT69,PHN11_PHW65_0374/PHT69,WIPV17/30922,1.0,90.0,52.0,45.0,44.0,40.0,0.5172777957079887,1.1917535925942102,-1.6883561410064727,0.9587775971433781,31.112698372208094,52.0,31.112698372208087,0.0,81.64368288950251,44.16305215684841,37.4806307326541,0.0
280,MIH119_2031,3,12,2,PHN11_PHW65_0382/PHT69,PHN11_PHW65_0382/PHT69,WIPV17/30924,1.0,80.0,42.0,40.0,48.0,25.0,0.07683360424504451,1.7994549660566954,-0.7030342128442465,1.5883169095083691,30.85380526495389,41.361925626512736,36.770133269710946,7.293223462011074,81.41242504050882,49.70068005368256,31.71174498682626,0.0
281,MIH119_2032,4,12,2,PHN11_PHW65_0390/PHT69,PHN11_PHW65_0390/PHT69,WIPV17/30328,1.0,90.0,55.0,60.0,34.0,45.0,0.048534409060382075,1.7320508075688776,-0.13021671388923675,1.5032433100781828,29.444863728670917,55.0,16.999999999999996,0.0,65.84879894113766,34.71585038136672,31.132948559770945,0.0
282,MIH119_2033,5,12,2,PHN11_PHW65_0393/PHT69,PHN11_PHW65_0393/PHT69,WIPV17/30929,1.0,60.0,56.0,35.0,63.0,30.0,0.6656609186168188,1.212795032021943,-2.0251027022661177,0.9766443733734335,36.13531549011591,48.49742261192857,51.606578790206484,27.999999999999996,89.91255079553925,63.26376774241255,26.648783053126696,0.0
283,MIH119_2034,6,12,2,PHN11_PHW65_0395/PHT69,PHN11_PHW65_0395/PHT69,WIPV17/30930,1.0,60.0,60.0,40.0,52.0,25.0,0.07207098669158735,1.7994549660566956,-0.10279494552799165,1.5620870238853053,33.42495570370005,51.96152422706632,39.834311042186854,29.999999999999996,75.1038689307988,53.84240339148945,21.261465539309345,0.0
284,MIH119_2035,7,12,2,PHN11_PHW65_0398/PHT69,PHN11_PHW65_0398/PHT69,WIPV17/30331,1.0,90.0,50.0,45.0,46.0,30.0,0.07815583587920755,1.7320508075688767,-0.4555168383283437,1.4920988892883122,32.526911934581186,50.0,32.526911934581186,0.0,84.89140903326401,47.4191119540567,37.47229707920732,0.0
285,MIH119_2036,8,12,2,PHN11_PHW65_0402/PHT69,PHN11_PHW65_0402/PHT69,WIPV17/30932,1.0,90.0,48.0,50.0,45.0,35.0,0.06990548689197786,1.702000517791175,-0.5929851156229794,1.4923851478287293,34.47199994035401,48.0,28.925442435894265,0.0,78.57793878312495,46.22174000074411,32.356198782380844,0.0
286,MIH119_2037,9,12,2,PHN11_PHW65_0402/PHT69,PHN11_PHW65_0422/PHT69,WIPV17/30938,,90.0,34.0,45.0,41.0,25.0,0.021204262469905654,2.144506920509559,-1.0904311681973498,2.036063220491774,28.99137802864845,34.0,28.991378028648445,0.0,72.99624428829127,43.19656088816251,29.799683400128753,0.0
287,MIH119_2038,10,12,2,PHN11_PHW65_0407/PHT69,PHN11_PHW65_0407/PHT69,WIPV17/30933,1.0,75.0,31.0,35.0,44.0,20.0,0.072370041575163,1.9238044001630867,-1.6961822835675353,1.8106368712819014,25.23736319944603,29.943700614961116,36.04268994871564,8.023390398178144,74.47505135359017,45.82824213133885,28.646809222251317,0.0
288,MIH119_2039,11,12,2,PHN11_PHW65_0410/PHT69,PHN11_PHW65_0410/PHT69,WIPV17/30935,1.0,90.0,48.0,55.0,39.0,45.0,0.15889434832081947,1.4281480067421146,-0.8178055983366496,1.1919838795145865,31.946929727270682,48.0,22.369481017690795,0.0,67.08889841263431,39.45863326484902,27.63026514778528,0.0
289,MIH119_2040,12,12,2,PHN11_PHW65_0418/PHT69,PHN11_PHW65_0418/PHT69,WIPV17/30336,1.0,85.0,63.0,50.0,53.0,35.0,0.06231961365986161,1.702000517791175,-0.3028152130978471,1.467661167220644,40.60035548530583,62.760265979779966,34.06774331338658,5.4908117931024645,91.19368499530265,54.438938223098624,36.75474677220403,0.0
290,MIH119_2041,13,12,2,PHN11_PHW65_0423/PHT69,PHN11_PHW65_0423/PHT69,WIPV17/30939,1.0,50.0,62.0,30.0,66.0,20.0,0.22300852339923646,1.5862568277145446,-0.4737491425585849,1.3456808595908094,33.00000000000001,47.494755473376635,57.157676649772945,39.85283180056543,90.1553909678905,67.35087192358841,22.804519044302086,0.0
291,MIH119_2042,14,12,2,PHN11_PHW65_0424/PHT69,PHN11_PHW65_0424/PHT69,WIPV17/30940,1.0,75.0,59.0,45.0,65.0,35.0,0.19419920883416472,1.4281480067421146,-1.779437363643192,1.1863364263239682,45.96194077712559,56.98962375105503,45.961940777125584,15.270323661048725,98.59228361658326,65.92563203691877,32.66665157966448,0.0
292,MIH119_2043,15,12,2,PHN11_PHW65_0427/PHT69,PHN11_PHW65_0427/PHT69,WIPV17/30341,1.0,85.0,63.0,50.0,45.0,30.0,0.019394378896273972,2.0641777724759116,-0.054013681503444454,1.8168523265061165,34.47199994035401,62.760265979779966,28.925442435894265,5.4908117931024645,85.00702837160414,47.064180260909716,37.942848110694406,0.0
293,MIH119_2044,16,12,2,PHN11_PHW65_0431/PHT69,PHN11_PHW65_0431/PHT69,WIPV17/30342,1.0,70.0,46.0,45.0,53.0,35.0,0.21193243093789202,1.4281480067421146,-2.6768328928130507,1.1976090779596698,37.47665940288702,43.22586055615179,37.476659402887016,15.73292659298076,76.27163818611251,53.754746122410694,22.516892063701814,0.0
294,MIH119_2045,17,12,2,PHN11_PHW65_0443/PHT69,PHN11_PHW65_0432/PHT69,WIPV17/30943,,85.0,60.0,55.0,55.0,40.0,0.048340309313139374,1.7020005177911752,-0.5233056240523192,1.4569293376242491,45.05336243589455,59.771681885504734,31.54670399930753,5.22934456485949,86.88150853169867,56.31789836685461,30.56361016484406,0.0
295,MIH119_2046,18,12,2,PHN11_PHW65_0448/PHT69,PHN11_PHW65_0448/PHT69,WIPV17/30345,1.0,90.0,58.0,50.0,42.0,30.0,0.020871904175424952,2.064177772475911,-0.07037977016231038,1.8298585467592532,32.173866610997074,58.0,26.99707960683465,0.0,82.65911338644152,43.92656824351572,38.73254514292579,0.0
296,MIH119_2047,19,12,2,PHN11_PHW65_0451/PHT69,PHN11_PHW65_0451/PHT69,WIPV17/30946,1.0,65.0,58.0,45.0,59.0,25.0,0.013980190010891739,2.144506920509559,-0.16189174555097247,1.9574112402442176,41.71930009000631,52.565851648125694,41.7193000900063,24.511859180960567,83.3547232271054,62.16090469272167,21.193818534383727,0.0
297,MIH119_2048,20,12,2,PHN11_PHW65_0453/PHT69,PHN11_PHW65_0453/PHT69,WIPV17/30947,1.0,90.0,50.0,55.0,59.0,40.0,0.0460156864441851,1.702000517791175,0.0,0.0,48.32997061305051,50.0,33.84100974471172,0.0,60.41374552080768,60.41374552080768,0.0,1.0
298,MIH119_2049,21,12,2,PHN11_PHW65_0455/PHT69,PHN11_PHW65_0455/PHT69,WIPV17/30948,1.0,90.0,58.0,50.0,49.0,35.0,0.0658489390813931,1.7020005177911752,-0.3847340355795536,1.4592847415134724,37.536177712829925,58.0,31.496592874640424,0.0,88.45429329902507,50.33033911192137,38.123954187103685,0.0
299,MIH119_2050,22,12,2,PHN11_PHW65_0470/PHT69,PHN11_PHW65_0464/PHT69,WIPV17/30949,,45.0,54.0,30.0,58.0,20.0,0.24055800657693946,1.5862568277145446,-0.5777041083801502,1.3697801986053926,29.000000000000007,38.18376618407357,50.22947341949744,38.18376618407356,74.50469081752743,59.18712987224437,15.317560945283057,0.0
300,MIH119_2051,23,12,2,PHN11_PHW65_0478/PHT69,PHN11_PHW65_0478/PHT69,WIPV17/30951,1.0,90.0,34.0,40.0,32.0,25.0,0.10624982853001132,1.7994549660566954,-0.4069251029874064,1.5777738431815849,20.56920350996926,34.0,24.513422179807296,0.0,61.626555113264544,33.13378670245504,28.492768410809507,0.0
301,MIH119_2052,24,12,2,PHN11_PHW65_0491/PHT69,PHN11_PHW65_0491/PHT69,WIPV17/30354,1.0,90.0,56.0,60.0,39.0,45.0,0.043896510074243944,1.7320508075688772,-0.18994613513459419,1.4934225574008835,33.77499074759311,56.0,19.499999999999996,0.0,69.88657076434814,39.82112249627359,30.06544826807456,0.0
302,MIH119_2053,25,12,2,PHN11_PHW65_0491/PHT69,PHN11_PHW65_0481/PHT69,WIPV17/30352,,90.0,37.0,45.0,44.0,30.0,0.08074093357781183,1.7320508075688772,-2.1862651645924207,1.4978704353175474,31.112698372208094,37.0,31.112698372208087,0.0,77.15126039837638,45.35741143431511,31.793848964061272,0.0
303,MIH119_2054,26,12,2,PHN11_PHW65_0494/PHT69,PHN11_PHW65_0494/PHT69,WIPV17/30955,1.0,90.0,47.0,55.0,36.0,40.0,0.06509082450379723,1.7020005177911752,-0.3081213490923695,1.468811375608829,29.489473594403705,47.0,20.648751708637658,0.0,64.38654054079606,36.86262438557757,27.52391615521849,0.0
304,MIH119_2055,27,12,2,PHN11_PHW65_0499/PHT69,PHN11_PHW65_0499/PHT69,WIPV17/30957,1.0,60.0,39.0,30.0,52.0,15.0,0.0402429807266154,2.1547005383792524,-0.4950883584480109,1.922560704710932,26.000000000000007,33.77499074759311,45.033320996790806,19.499999999999996,81.91279966054395,54.629059053605275,27.28374060693868,0.0
305,MIH119_2056,28,12,2,PHN11_PHW65_0512/PHT69,PHN11_PHW65_0512/PHT69,WIPV17/30359,1.0,85.0,44.0,45.0,46.0,30.0,0.07815583587920755,1.7320508075688767,-0.6939187361912226,1.5346621792133635,32.526911934581186,43.8325667160368,32.526911934581186,3.8348526808969594,78.65224618692604,47.4191119540567,31.23313423286934,0.0
306,MIH119_2057,29,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0505/PHT69,WIPV17/30958,,85.0,61.0,45.0,44.0,30.0,0.08074093357781183,1.7320508075688772,-0.15205733142432687,1.5145353733988254,31.112698372208094,60.767876583596475,31.112698372208087,5.316500307607148,85.36445306185468,45.35741143431511,40.00704162753956,0.0
307,MIH119_2058,30,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0514/PHT69,WIPV17/30960,1.0,80.0,58.0,50.0,53.0,25.0,0.008187498529628431,2.25,-0.07487641783120336,2.057354085153993,40.60035548530583,57.118849674708066,34.06774331338658,10.071594304681959,86.47392420564115,55.9211211035437,30.55280310209746,0.0
308,MIH119_2059,30,13,2,PHN11_PHW65_0541/PHT69,PHN11_PHW65_0541/PHT69,WIPV17/30961,1.0,90.0,51.0,65.0,32.0,45.0,0.009883624225397559,2.144506920509558,-0.03753844868440696,1.9045353446402415,29.001849185172798,51.0,13.523784375702382,0.0,59.506163159018705,32.9190771506625,26.5870860083562,0.0
309,MIH119_2060,29,13,2,PHN11_PHW65_0548/PHT69,PHN11_PHW65_0548/PHT69,WIPV17/30962,1.0,75.0,53.0,40.0,57.0,25.0,0.06697072331259774,1.7994549660566954,-0.44698598614860946,1.5701064835883387,36.638893752132745,51.19406879332062,43.66453325778175,13.717409390433598,92.89311425743242,59.019557563748045,33.87355669368438,0.0
310,MIH119_2061,28,13,2,PHN11_PHW65_0552/PHT69,PHN11_PHW65_0552/PHT69,WIPV17/30963,1.0,80.0,58.0,55.0,56.0,35.0,0.01311793799583478,2.0396067291614743,-0.27705134651706875,1.8085656644972294,45.87251448018354,57.118849674708066,32.12028043565858,10.071594304681959,83.70358516739464,58.21155983880923,25.49202532858541,0.0
311,MIH119_2062,27,13,2,PHN11_PHW65_0591/PHT69,PHN11_PHW65_0591/PHT69,WIPV17/30965,1.0,90.0,41.0,35.0,46.0,25.0,0.27658244962714307,1.501599911483684,-1.3079445405342573,1.2530189579458355,26.384516072148124,41.0,37.68099403729362,0.0,87.36610447436809,46.8162258813647,40.54987859300338,0.0
312,MIH119_2063,26,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0604/PHT69,WIPV17/30366,1.0,70.0,55.0,35.0,53.0,25.0,0.25761264481115714,1.5015999114836838,-0.4945459127710508,1.2776672476164745,30.399551126605445,51.68309414322496,43.41505834731657,18.81110788291178,86.7040651404148,53.94043416765933,32.763630972755465,0.0
313,MIH119_2064,25,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0626/PHT69,WIPV17/30969,,90.0,56.0,50.0,45.0,35.0,0.06990548689197786,1.702000517791175,-0.31116561524653635,1.4765813712008522,34.47199994035401,56.0,28.925442435894265,0.0,82.88177787409855,46.22174000074411,36.660037873354426,0.0
314,MIH119_2065,24,13,2,PHN11_PHW65_0604/PHT69,PHW65_MoG_0001/PHT69,WIPV17/30973,,70.0,56.0,45.0,57.0,30.0,0.06680285438659815,1.7320508075688772,-0.468765923434477,1.5170560298634408,40.305086527633215,52.62278676401087,40.30508652763321,19.153128026237447,83.65149489035831,58.75846481263548,24.893030077722827,0.0
315,MIH119_2066,23,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0639/PHT69,WIPV17/30971,,90.0,46.0,45.0,43.0,25.0,0.02007934329167321,2.144506920509559,-0.13615301579897132,1.968975205053665,30.405591591021544,46.0,30.40559159102154,0.0,80.77891286852238,45.30371019978019,35.47520266874218,0.0
316,MIH119_2067,22,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0663/PHT69,WIPV17/30972,,85.0,56.0,50.0,46.0,35.0,0.06883517911274512,1.702000517791175,-0.2891470405049623,1.471188754466412,35.23804438347299,55.78690309313775,29.568230045580805,4.8807215938688575,79.90701810064182,47.24888977853843,32.65812832210339,0.0
317,MIH119_2068,21,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0637/PHT69,WIPV17/30970,,85.0,65.0,55.0,52.0,40.0,0.050281670573918934,1.7020005177911752,-0.2561307779572768,1.4675894482596945,42.595906303027576,64.75265537596346,29.825974690254395,5.665123278597781,86.57005126902621,53.24601300138982,33.32403826763639,0.0
318,MIH119_2069,20,13,2,PHN11_PHW65_0612/PHT69,PHN11_PHW65_0612/PHT69,WIPV17/30967,1.0,90.0,65.0,50.0,45.0,40.0,0.18951880359584564,1.4202766254612063,-0.5260172587481333,1.1721438313031975,34.47199994035401,65.0,28.925442435894265,0.0,87.76439414266095,45.58210508778831,42.182289054872655,0.0
319,MIH119_2070,19,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0012/PHT69,WIPV17/30978,,55.0,54.0,35.0,54.0,25.0,0.2552085637089751,1.501599911483684,-0.4850018619947255,1.2799416321930788,30.973127562956492,44.23421039160556,44.23421039160556,30.973127562956485,73.84638037361151,54.95817820855857,18.88820216505294,0.0
320,MIH119_2071,18,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0015/PHT69,WIPV17/30980,,55.0,47.0,35.0,57.0,20.0,0.056977411904299315,1.923804400163087,-0.8954949272783403,1.7582732920084856,32.69385687200963,38.50014608158261,46.69166652447253,26.958092508499163,80.26592351371198,59.36840457923442,20.897518934477567,0.0
321,MIH119_2072,17,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0014/PHT69,WIPV17/30979,,90.0,42.0,60.0,38.0,30.0,0.007324813766947817,2.25,-0.21047054183354066,2.039990739336137,32.908965343808674,42.0,18.999999999999996,0.0,61.45658909250946,39.55574999049929,21.900839102010178,0.0
322,MIH119_2073,16,13,2,PHN11_PHW65_0614/PHT69,PHN11_PHW65_0614/PHT69,WIPV17/30368,1.0,90.0,54.0,45.0,53.0,30.0,0.07045747624659958,1.7320508075688772,-0.5311335614465904,1.5175768674002141,37.47665940288702,54.0,37.476659402887016,0.0,96.14981918560034,54.63506377315229,41.514755412448054,0.0
323,MIH119_2074,15,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,80.0,39.0,35.0,47.0,25.0,0.27361484880136777,1.501599911483684,-1.4459534294954566,1.266819020741134,26.95809250849917,38.40750236747611,38.50014608158261,6.772278929010283,81.67647835464317,47.833969922263925,33.84250843237923,0.0
