,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L1.End.Angle,RPlant.L1.End.Length,RPlant.L1.Mid.Angle,RPlant.L1.Mid.Length,RPlant.L1.Stem.Angle,A1,N1,A2,N2,a,b,c,d,total_blade_length,upblade_length,downblade_length,curled
252,MIH119_2003,30,11,2,PHN11_PHW65_0294/PHT69,PHN11_PHW65_0294/PHT69,WIPV17/30886,1.0,60.0,56.0,45.0,55.0,30.0,0.06857261530181327,1.7320508075688772,-0.3728711125271454,1.4915047117935547,38.890872965260115,48.49742261192857,38.89087296526011,27.999999999999996,71.47853698421379,56.69676429289388,14.781772691319908,0.0
253,MIH119_2004,29,11,2,PHN11_PHW65_0300/PHT69,PHN11_PHW65_0300/PHT69,WIPV17/30887,1.0,90.0,59.0,50.0,48.0,35.0,0.06680901771812038,1.702000517791175,-0.328915192838986,1.4642295861911803,36.770133269710946,59.0,30.853805264953884,0.0,87.93567500840811,49.30318933412706,38.63248567428106,0.0
254,MIH119_2005,28,11,2,PHN11_PHW65_0301/PHT69,PHN11_PHW65_0301/PHT69,WIPV17/30888,1.0,65.0,44.0,30.0,58.0,20.0,0.24055800657693946,1.5862568277145446,-1.294242192413773,1.3392195099146593,29.000000000000007,39.8775426296126,50.22947341949744,18.595203516590775,92.80244704231853,59.18712987224437,33.61531717007418,0.0
255,MIH119_2006,27,11,2,PHN11_PHW65_0302/PHT69,PHN11_PHW65_0302/PHT69,WIPV17/30889,1.0,60.0,71.0,45.0,64.0,25.0,0.012737376223681344,2.144506920509559,-0.04925444685588361,1.897536578945961,45.254833995939045,61.48780366869515,45.25483399593904,35.49999999999999,86.90976554915122,67.42877797176588,19.48098757738532,0.0
256,MIH119_2007,26,11,2,PHN11_PHW65_0303/PHT69,PHN11_PHW65_0303/PHT69,WIPV17/30890,1.0,90.0,57.0,45.0,47.0,30.0,0.0769350142351359,1.7320508075688772,-0.2695019013452382,1.519686243850526,33.23401871576774,57.0,33.23401871576773,0.0,90.07773029403347,48.44996221392751,41.62776808010597,0.0
257,MIH119_2008,25,11,2,PHN11_PHW65_0305/PHT69,PHN11_PHW65_0305/PHT69,WIPV17/30891,1.0,90.0,56.0,35.0,44.0,25.0,0.28281867474731176,1.5015999114836838,-0.4797127581047938,1.2606224659560723,25.23736319944603,56.0,36.04268994871564,0.0,92.46849641147868,44.780737799566225,47.68775861191245,0.0
258,MIH119_2009,24,11,2,PHN11_PHW65_0310/PHT69,PHN11_PHW65_0310/PHT69,WIPV17/30893,1.0,80.0,44.0,40.0,53.0,35.0,0.591879353400874,1.198358465723876,-3.8792236329534195,0.961161282717575,34.067743313386586,43.331541132537154,40.60035548530583,7.640519817344934,87.44674346249313,53.20804714435731,34.23869631813583,0.0
259,MIH119_2010,23,11,2,PHN11_PHW65_0315/PHT69,PHN11_PHW65_0315/PHT69,WIPV17/30895,1.0,75.0,64.0,40.0,57.0,25.0,0.06697072331259774,1.7994549660566954,-0.1792621148985858,1.55559335173199,36.638893752132745,61.81925288250037,43.66453325778175,16.564418886561327,96.80137332942303,59.019557563748045,37.78181576567498,0.0
260,MIH119_2011,22,11,2,PHN11_PHW65_0319/PHT69,PHN11_PHW65_0319/PHT69,WIPV17/30897,1.0,90.0,51.0,50.0,48.0,30.0,0.018107076284372497,2.0641777724759116,-0.21084538778501102,1.8776821585337704,36.770133269710946,51.0,30.853805264953884,0.0,85.23359467507419,50.20179227830369,35.03180239677048,0.0
261,MIH119_2012,21,11,2,PHN11_PHW65_0320/PHT69,PHN11_PHW65_0320/PHT69,WIPV17/30898,1.0,60.0,61.0,30.0,61.0,20.0,0.23354991424922592,1.5862568277145446,-0.3514050512822356,1.3367275895857709,30.500000000000007,52.82754963085076,52.827549630850754,30.499999999999996,94.13145154241514,62.24853314149839,31.88291840091675,0.0
262,MIH119_2013,20,11,2,PHN11_PHW65_0322/PHT69,PHN11_PHW65_0322/PHT69,WIPV17/30900,1.0,90.0,54.0,55.0,48.0,40.0,0.053187884253672345,1.702000517791175,-0.5376578481954266,1.4650363907000856,39.319298125871605,54.0,27.53166894485021,0.0,80.77291932753423,49.150165847436746,31.622753480097487,0.0
263,MIH119_2014,19,11,2,PHN11_PHW65_0323/PHT69,PHN11_PHW65_0323/PHT69,WIPV17/30901,1.0,55.0,76.0,45.0,77.0,20.0,0.00676130209773808,2.25,-0.15934001043401919,2.0540074870317264,54.447222151364166,62.255555365963374,54.44722215136415,43.591809162679496,95.58151941667894,81.55280247111313,14.028716945565819,0.0
264,MIH119_2015,18,11,2,PHN11_PHW65_0328/PHT69,PHN11_PHW65_0328/PHT69,WIPV17/30902,1.0,70.0,56.0,40.0,53.0,30.0,0.24070127304183414,1.4533631938113547,-0.6125866930416723,1.2173826482442847,34.067743313386586,52.62278676401087,40.60035548530583,19.153128026237447,82.3279192687437,53.836499888050575,28.49141938069312,0.0
265,MIH119_2016,17,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0344/PHT69,WIPV17/30308,,85.0,55.0,45.0,53.0,30.0,0.07045747624659958,1.7320508075688772,-0.4269809130093421,1.521250614730355,37.47665940288702,54.790708395046,37.476659402887016,4.793565851121199,92.21739756499021,54.63506377315229,37.582333791837925,0.0
266,MIH119_2017,16,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0329/PHT69,WIPV17/30903,1.0,90.0,73.0,45.0,49.0,30.0,0.0746234322773813,1.732050807568877,-0.15106464554237753,1.4904281012380736,34.64823227814083,73.0,34.648232278140824,0.0,103.07177157750371,50.5116627336691,52.56010884383463,0.0
267,MIH119_2018,15,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0345/PHT69,WIPV17/30309,,90.0,62.0,50.0,56.0,30.0,0.015367564542456384,2.064177772475912,-0.1645703879074938,1.8265262494851193,42.89848881466277,62.0,35.996106142446195,0.0,100.60939095010144,58.56875765802097,42.04063329208047,0.0
268,MIH119_2019,14,11,2,PHN11_PHW65_0336/PHT69,PHN11_PHW65_0336/PHT69,WIPV17/30905,1.0,75.0,61.0,45.0,59.0,25.0,0.013980190010891739,2.144506920509559,-0.11310177506810631,1.9103166723682328,41.71930009000631,58.92147540363317,41.7193000900063,15.787961751253764,94.527834295187,62.16090469272167,32.36692960246533,0.0
269,MIH119_2020,13,11,2,PHN11_PHW65_0343/PHT69,PHN11_PHW65_0343/PHT69,WIPV17/30907,1.0,70.0,84.0,45.0,67.0,30.0,0.05934786385204795,1.7320508075688772,-0.10809218605354717,1.492086908576252,47.37615433949869,78.9341801460163,47.37615433949868,28.729692039356173,106.17399236107072,69.06696741134347,37.10702494972725,0.0
270,MIH119_2021,12,11,2,PHN11_PHW65_0345/PHT69,PHN11_PHW65_0347/PHT69,WIPV17/30911,,75.0,52.0,50.0,56.0,30.0,0.015367564542456384,2.064177772475912,-0.48922523898520415,1.9228169565570539,42.89848881466277,50.22814296703155,35.996106142446195,13.458590345331078,82.83465853406622,58.56875765802097,24.265900876045247,0.0
271,MIH119_2022,11,11,2,PHN11_PHW65_0346/PHT69,PHN11_PHW65_0346/PHT69,WIPV17/30910,1.0,55.0,56.0,40.0,62.0,30.0,0.22418016349357978,1.4533631938113547,-1.7676326253374768,1.2050283496918335,39.85283180056544,45.87251448018354,47.494755473376635,32.12028043565858,79.52652456097722,62.978547038851616,16.5479775221256,0.0
272,MIH119_2023,10,11,2,PHN11_PHW65_0352/PHT69,PHN11_PHW65_0352/PHT69,WIPV17/30312,1.0,70.0,59.0,40.0,54.0,20.0,0.014145226275466216,2.25,-0.043369936861189,2.042252298137053,34.71053092307312,55.4418646263686,41.36639992842481,20.179188456214455,88.34811610688914,57.27257390719659,31.07554219969255,0.0
273,MIH119_2024,9,11,2,PHN11_PHW65_0353/PHT69,PHN11_PHW65_0353/PHT69,WIPV17/30913,1.0,65.0,69.0,45.0,68.0,30.0,0.058707690536999535,1.732050807568877,-0.3454096107219917,1.4989271398199369,48.083261120685236,62.535237305528845,48.08326112068523,29.16066006010826,94.33743424786634,70.09781767121426,24.23961657665208,0.0
274,MIH119_2025,8,11,2,PHN11_PHW65_0354/PHT69,PHN11_PHW65_0354/PHT69,WIPV17/30914,1.0,70.0,62.0,45.0,58.0,30.0,0.06595773582857792,1.732050807568877,-0.26999769583644323,1.5083452201985739,41.01219330881976,58.26094248872632,41.012193308819754,21.20524888619146,86.54774877046883,59.78931507250628,26.75843369796255,0.0
275,MIH119_2026,7,11,2,PHN11_PHW65_0355/PHT69,PHN11_PHW65_0355/PHT69,WIPV17/30915,1.0,65.0,63.0,45.0,64.0,30.0,0.061371836185320605,1.732050807568877,-0.44354050018103974,1.5122117562829416,45.254833995939045,57.09739058330894,45.25483399593904,26.624950489664066,88.43794033226442,65.97441663173107,22.46352370053334,0.0
276,MIH119_2027,6,11,2,PHN11_PHW65_0358/PHT69,PHN11_PHW65_0358/PHT69,WIPV17/30916,1.0,90.0,54.0,45.0,52.0,25.0,0.01615428550778492,2.144506920509559,-0.13023347373483588,1.9823445382731564,36.76955262170048,54.0,36.76955262170047,0.0,96.87233841226049,54.78588210205977,42.08645631020071,0.0
277,MIH119_2028,5,11,2,PHN11_PHW65_0365/PHT69,PHN11_PHW65_0365/PHT69,WIPV17/30919,1.0,80.0,74.0,50.0,55.0,35.0,0.06072000469125572,1.702000517791175,-0.15546032482989713,1.4522778462633108,42.13244437154379,72.87577372290339,35.35331853275966,12.849965147352844,95.09690091764344,56.49323777868726,38.60366313895619,0.0
278,MIH119_2029,4,11,2,PHN11_PHW65_0372/PHT69,PHN11_PHW65_0372/PHT69,WIPV17/30921,1.0,85.0,66.0,55.0,56.0,30.0,0.005865244202301097,2.25,-0.061581754842216216,2.0269209993479747,45.87251448018354,65.74885007405521,32.12028043565858,5.752279021345439,93.34412266135634,58.73809153846396,34.606031122892375,0.0
279,MIH119_2030,3,11,2,PHN11_PHW65_0374/PHT69,PHN11_PHW65_0374/PHT69,WIPV17/30922,1.0,85.0,74.0,50.0,43.0,45.0,0.42932364034107756,1.1917535925942098,-0.6425473678534478,0.9427492540491651,32.93991105411605,73.71840765878918,27.63986721652119,6.449524963326704,89.12002558244191,43.15083363131954,45.969191951122355,0.0
280,MIH119_2031,3,12,2,PHN11_PHW65_0382/PHT69,PHN11_PHW65_0382/PHT69,WIPV17/30924,1.0,70.0,55.0,40.0,55.0,25.0,0.06891063752762151,1.7994549660566952,-0.2709615775619246,1.595117295204738,35.353318532759666,51.68309414322496,42.13244437154379,18.81110788291178,86.07080374154484,56.948695894844604,29.12210784670023,0.0
281,MIH119_2032,4,12,2,PHN11_PHW65_0390/PHT69,PHN11_PHW65_0390/PHT69,WIPV17/30328,1.0,90.0,54.0,50.0,44.0,30.0,0.019863788289534393,2.0641777724759116,-0.10178904091041734,1.8692655883058484,33.70595549723503,54.0,28.282654826207725,0.0,82.17610712246577,46.01830958844506,36.1577975340207,0.0
282,MIH119_2033,5,12,2,PHN11_PHW65_0393/PHT69,PHN11_PHW65_0393/PHT69,WIPV17/30929,1.0,60.0,67.0,40.0,65.0,20.0,0.011219161585617846,2.25,-0.05888468819602251,2.017089591012889,41.781194629625055,58.02370205355739,49.79288880273357,33.49999999999999,93.02051275304908,68.93920933273667,24.081303420312427,0.0
283,MIH119_2034,6,12,2,PHN11_PHW65_0395/PHT69,PHN11_PHW65_0395/PHT69,WIPV17/30930,1.0,65.0,64.0,40.0,65.0,20.0,0.011219161585617846,2.25,-0.07803842722297366,2.0366474859905175,41.781194629625055,58.003698370345596,49.79288880273357,27.047568751404764,98.21967682048552,68.93920933273667,29.280467487748865,0.0
284,MIH119_2035,7,12,2,PHN11_PHW65_0398/PHT69,PHN11_PHW65_0398/PHT69,WIPV17/30331,1.0,60.0,66.0,35.0,65.0,25.0,0.2325447936542462,1.501599911483684,-0.47303811045666355,1.2565697063943664,37.282468362818,57.15767664977295,53.244882878784466,32.99999999999999,94.69931918162901,66.15336265845012,28.54595652317889,0.0
285,MIH119_2036,8,12,2,PHN11_PHW65_0402/PHT69,PHN11_PHW65_0402/PHT69,WIPV17/30932,1.0,80.0,53.0,40.0,50.0,25.0,0.07436658789116302,1.7994549660566952,-0.26258383047859707,1.570079790923705,32.13938048432697,52.194810909647025,38.302222155948904,9.203353416347307,87.86810522452942,51.771541722586,36.096563501943415,0.0
286,MIH119_2037,9,12,2,PHN11_PHW65_0402/PHT69,PHN11_PHW65_0422/PHT69,WIPV17/30938,,90.0,52.0,45.0,54.0,30.0,0.06949993122221865,1.732050807568877,-0.6646730225701731,1.5426925983567341,38.18376618407357,52.0,38.18376618407356,0.0,96.75558352960158,55.66591403302309,41.08966949657851,0.0
287,MIH119_2038,10,12,2,PHN11_PHW65_0407/PHT69,PHN11_PHW65_0407/PHT69,WIPV17/30933,1.0,70.0,36.0,35.0,49.0,20.0,0.06552047847073957,1.923804400163087,-1.3114130439256597,1.7510214722673179,28.10524538120126,33.828934348292705,40.138450170160596,12.312725159724074,79.72122714697028,51.03599691899099,28.685230227979293,0.0
288,MIH119_2039,11,12,2,PHN11_PHW65_0410/PHT69,PHN11_PHW65_0410/PHT69,WIPV17/30935,1.0,90.0,57.0,50.0,47.0,40.0,0.18608665846053493,1.4202766254612065,-0.8322732342199155,1.1798339421223305,36.00408882659197,57.0,30.211017655267344,0.0,84.5111654743777,47.60797642502334,36.90318904935437,0.0
289,MIH119_2040,12,12,2,PHN11_PHW65_0418/PHT69,PHN11_PHW65_0418/PHT69,WIPV17/30336,1.0,90.0,64.0,60.0,55.0,50.0,0.10017152781307477,1.453363193811355,-1.540784255156978,1.030954606705752,47.63139720814413,64.0,27.499999999999996,0.0,87.59074625310015,55.58503550790701,32.00571074519314,0.0
290,MIH119_2041,13,12,2,PHN11_PHW65_0423/PHT69,PHN11_PHW65_0423/PHT69,WIPV17/30939,1.0,70.0,67.0,45.0,68.0,30.0,0.058707690536999535,1.732050807568877,-0.4471480406617228,1.492887161498963,48.083261120685236,62.95940559265586,48.08326112068523,22.915349602819802,99.7986928334301,70.09781767121426,29.70087516221583,0.0
291,MIH119_2042,14,12,2,PHN11_PHW65_0424/PHT69,PHN11_PHW65_0424/PHT69,WIPV17/30940,1.0,75.0,62.0,50.0,56.0,35.0,0.0599567944394579,1.7020005177911752,-0.3083616633721335,1.4720521096781614,42.89848881466277,59.88740122992223,35.996106142446195,16.046780796356288,84.16375887883555,57.52038755648157,26.64337132235398,0.0
292,MIH119_2043,15,12,2,PHN11_PHW65_0427/PHT69,PHN11_PHW65_0427/PHT69,WIPV17/30341,1.0,85.0,60.0,50.0,46.0,35.0,0.06883517911274512,1.702000517791175,-0.22089645085155302,1.4693969408946568,35.23804438347299,59.771681885504734,29.568230045580805,5.22934456485949,82.37258055441659,47.24888977853843,35.12369077587816,0.0
293,MIH119_2044,16,12,2,PHN11_PHW65_0431/PHT69,PHN11_PHW65_0431/PHT69,WIPV17/30342,1.0,80.0,59.0,45.0,57.0,30.0,0.06680285438659815,1.7320508075688772,-0.4055589444611256,1.4954854226816532,40.305086527633215,58.10365742772027,40.30508652763321,10.245242482348889,94.25354293961189,58.75846481263548,35.495078126976395,0.0
294,MIH119_2045,17,12,2,PHN11_PHW65_0443/PHT69,PHN11_PHW65_0432/PHT69,WIPV17/30943,,85.0,73.0,50.0,57.0,40.0,0.17159543241591677,1.4202766254612063,-0.5583067590908642,1.1851837882924752,43.66453325778175,72.72221296069742,36.63889375213274,6.362369220579046,99.84853622517143,57.737333111198524,42.11120311397291,0.0
295,MIH119_2046,18,12,2,PHN11_PHW65_0448/PHT69,PHN11_PHW65_0448/PHT69,WIPV17/30345,1.0,90.0,63.0,50.0,46.0,25.0,0.009773469959159379,2.25,-0.03668047849960658,2.013502528042578,35.23804438347299,63.0,29.568230045580805,0.0,91.00696782471947,48.535312655905855,42.47165516881361,0.0
296,MIH119_2047,19,12,2,PHN11_PHW65_0451/PHT69,PHN11_PHW65_0451/PHT69,WIPV17/30946,1.0,70.0,60.0,45.0,67.0,20.0,0.008045448216724536,2.25,-0.3283309095344367,2.003882871483873,47.37615433949869,56.381557247154504,47.37615433949868,20.521208599540124,100.07196053891946,70.96152942291661,29.11043111600284,0.0
297,MIH119_2048,20,12,2,PHN11_PHW65_0453/PHT69,PHN11_PHW65_0453/PHT69,WIPV17/30947,1.0,80.0,61.0,50.0,60.0,35.0,0.05712210551719496,1.702000517791175,-0.5855413037355103,1.460758117490768,45.96266658713868,60.07327293374469,38.56725658119235,10.592538837682751,93.3597270779577,61.62898666765882,31.73074041029888,0.0
298,MIH119_2049,21,12,2,PHN11_PHW65_0455/PHT69,PHN11_PHW65_0455/PHT69,WIPV17/30948,1.0,80.0,77.0,55.0,61.0,35.0,0.012001974515537962,2.0396067291614752,-0.05845743046276092,1.817818388064698,49.9682747016285,75.83019698194002,34.988162617413806,13.370909680353636,98.23199788990703,63.40902053870292,34.822977351204116,0.0
299,MIH119_2050,22,12,2,PHN11_PHW65_0470/PHT69,PHN11_PHW65_0464/PHT69,WIPV17/30949,,80.0,50.0,40.0,57.0,20.0,0.013220824166647348,2.25,-0.21914929003755032,2.002055615442036,36.638893752132745,49.2403876506104,43.66453325778175,8.682408883346517,98.74317836779565,60.45438356870752,38.28879479908812,0.0
300,MIH119_2051,23,12,2,PHN11_PHW65_0478/PHT69,PHN11_PHW65_0478/PHT69,WIPV17/30951,1.0,90.0,43.0,45.0,31.0,25.0,0.02920059340184928,2.1445069205095586,-0.05820145180357518,1.9457530826216436,21.920310216782976,43.0,21.920310216782973,0.0,64.38562030648879,32.660814330074096,31.724805976414682,0.0
301,MIH119_2052,24,12,2,PHN11_PHW65_0491/PHT69,PHN11_PHW65_0491/PHT69,WIPV17/30354,1.0,90.0,60.0,60.0,40.0,45.0,0.043090428590038206,1.7320508075688774,-0.16462169947611874,1.4845777618107259,34.64101615137755,60.0,19.999999999999996,0.0,73.63854012991933,40.84217691925495,32.79636321066438,0.0
302,MIH119_2053,25,12,2,PHN11_PHW65_0491/PHT69,PHN11_PHW65_0481/PHT69,WIPV17/30352,,90.0,53.0,50.0,54.0,35.0,0.061507204555424105,1.7020005177911748,-0.8368013064889774,1.51807962519478,41.36639992842481,53.0,34.71053092307312,0.0,92.4417814233249,55.466088000892945,36.97569342243195,0.0
303,MIH119_2054,26,12,2,PHN11_PHW65_0494/PHT69,PHN11_PHW65_0494/PHT69,WIPV17/30955,1.0,85.0,69.0,60.0,55.0,45.0,0.03412999399357041,1.7320508075688774,-0.22471020517632415,1.4954152018445974,47.63139720814413,68.73743416833044,27.499999999999996,6.013746249588413,86.81400237618462,56.15799326397557,30.656009112209045,0.0
304,MIH119_2055,27,12,2,PHN11_PHW65_0499/PHT69,PHN11_PHW65_0499/PHT69,WIPV17/30957,1.0,85.0,62.0,45.0,52.0,25.0,0.01615428550778492,2.144506920509559,-0.06222069825569702,1.933349731519926,36.76955262170048,61.764071281688224,36.76955262170047,5.403656050354806,96.61833868870696,54.78588210205977,41.83245658664717,0.0
305,MIH119_2056,28,12,2,PHN11_PHW65_0512/PHT69,PHN11_PHW65_0512/PHT69,WIPV17/30359,1.0,85.0,60.0,50.0,56.0,35.0,0.0599567944394579,1.7020005177911752,-0.4507350516062848,1.4945929961876216,42.89848881466277,59.771681885504734,35.996106142446195,5.22934456485949,93.14447167323907,57.52038755648157,35.6240841167575,0.0
306,MIH119_2057,29,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0505/PHT69,WIPV17/30958,,45.0,72.0,40.0,76.0,35.0,0.5510393437086695,1.1983584657238757,0.0,0.0,48.85185833617699,50.91168824543143,58.21937767704233,50.91168824543142,76.29833175417274,76.29833175417274,0.0,1.0
307,MIH119_2058,30,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0514/PHT69,WIPV17/30960,1.0,85.0,63.0,45.0,44.0,35.0,0.22951005058805227,1.4281480067421148,-0.4159203397469524,1.1927966621124177,31.112698372208094,62.760265979779966,31.112698372208087,5.4908117931024645,85.48734514358385,44.62658168652964,40.86076345705422,0.0
308,MIH119_2059,30,13,2,PHN11_PHW65_0541/PHT69,PHN11_PHW65_0541/PHT69,WIPV17/30961,1.0,80.0,70.0,45.0,54.0,25.0,0.015471371319153226,2.144506920509559,-0.03521569214147106,1.9280471452126187,38.18376618407357,68.93654271085457,38.18376618407356,12.155372436685123,98.75692807081451,56.893031413677456,41.86389665713704,0.0
309,MIH119_2060,29,13,2,PHN11_PHW65_0548/PHT69,PHN11_PHW65_0548/PHT69,WIPV17/30962,1.0,85.0,63.0,40.0,49.0,25.0,0.07557744621430453,1.7994549660566952,-0.15314577853171726,1.552239541062993,31.496592874640427,62.760265979779966,37.536177712829925,5.4908117931024645,96.44451076199843,50.73611088813428,45.70839987386415,0.0
311,MIH119_2062,27,13,2,PHN11_PHW65_0591/PHT69,PHN11_PHW65_0591/PHT69,WIPV17/30965,1.0,90.0,61.0,45.0,55.0,30.0,0.06857261530181327,1.7320508075688772,-0.3423724523513561,1.5286273230700005,38.890872965260115,61.0,38.89087296526011,0.0,102.20745032611441,56.69676429289388,45.51068603322054,0.0
312,MIH119_2063,26,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0604/PHT69,WIPV17/30366,1.0,70.0,69.0,50.0,67.0,25.0,0.00610804979090287,2.25,-0.0877623637963604,2.0746772406206073,51.32497768897153,64.83879083422768,43.06676984899813,23.59938988947114,95.57175640107927,70.6927379988194,24.879018402259884,0.0
313,MIH119_2064,25,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0626/PHT69,WIPV17/30969,,90.0,63.0,50.0,52.0,35.0,0.06315853821611091,1.7020005177911748,-0.3196922982760158,1.479536753154141,39.834311042186854,63.0,33.42495570370004,0.0,94.75050775313088,53.41178844530432,41.33871930782655,0.0
314,MIH119_2065,24,13,2,PHN11_PHW65_0604/PHT69,PHW65_MoG_0001/PHT69,WIPV17/30973,,75.0,66.0,45.0,65.0,25.0,0.012513349472422863,2.144506920509559,-0.1173041319537406,1.9127877037888776,45.96194077712559,63.75110453507851,45.961940777125584,17.082056976766367,103.72797962040801,68.48235262757471,35.24562699283329,0.0
315,MIH119_2066,23,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0639/PHT69,WIPV17/30971,,90.0,57.0,45.0,57.0,35.0,0.20543213362061905,1.4281480067421146,-1.376557877334969,1.1995618909630101,40.305086527633215,57.0,40.30508652763321,0.0,101.53764758635081,57.811708093913396,43.72593949243741,0.0
316,MIH119_2067,22,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0663/PHT69,WIPV17/30972,,75.0,60.0,45.0,59.0,30.0,0.06513748415138285,1.7320508075688772,-0.3795577389945926,1.51910942266819,41.71930009000631,57.9555495773441,41.7193000900063,15.529142706151244,92.18088070085545,60.82016533237707,31.360715368478388,0.0
317,MIH119_2068,21,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0637/PHT69,WIPV17/30970,,65.0,67.0,45.0,66.0,30.0,0.0600048035565533,1.732050807568877,-0.34580893812878455,1.5027927061989874,46.66904755831214,60.72262173145555,46.66904755831213,28.315423536626863,91.57437016060872,68.03611715147267,23.538253009136056,0.0
318,MIH119_2069,20,13,2,PHN11_PHW65_0612/PHT69,PHN11_PHW65_0612/PHT69,WIPV17/30967,1.0,90.0,76.0,65.0,49.0,55.0,0.06955059394641304,1.5015999114836835,-0.26731728277447625,1.259779178000262,44.40908156479585,76.0,20.708294825294274,0.0,87.42701186346817,49.465670048524565,37.9613418149436,0.0
319,MIH119_2070,19,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0012/PHT69,WIPV17/30978,,65.0,57.0,40.0,59.0,25.0,0.06514955112578992,1.7994549660566952,-0.3373308376016731,1.5787742286220592,37.924468971505824,51.65954386108905,45.196622144019706,24.08924091921987,86.81161262449739,61.090419232651485,25.721193391845905,0.0
320,MIH119_2071,18,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0015/PHT69,WIPV17/30980,,45.0,47.0,25.0,66.0,15.0,0.1824958079124141,1.7402838721929148,-2.0608707523323155,1.5262242636140468,27.892805274886165,33.23401871576774,59.816313944418894,33.23401871576773,94.87984065490512,67.63113790353084,27.248702751374285,0.0
321,MIH119_2072,17,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0014/PHT69,WIPV17/30979,,90.0,57.0,45.0,51.0,30.0,0.07246970597905143,1.7320508075688767,-0.3623798638261534,1.5124929025483465,36.062445840513924,57.0,36.062445840513924,0.0,94.97074862121043,52.57336325341069,42.39738536779974,0.0
322,MIH119_2073,16,13,2,PHN11_PHW65_0614/PHT69,PHN11_PHW65_0614/PHT69,WIPV17/30368,1.0,90.0,63.0,60.0,45.0,40.0,0.01171132074734707,2.0641777724759125,-0.06283218078648402,1.8497422611928578,38.97114317029974,63.0,22.499999999999996,0.0,80.65063645277195,46.52527310865828,34.125363344113666,0.0
323,MIH119_2074,15,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,80.0,51.0,45.0,55.0,30.0,0.06857261530181327,1.7320508075688772,-0.7205523491793413,1.5363868099636941,38.890872965260115,50.22519540362261,38.89087296526011,8.856057061013447,89.19216069431799,56.69676429289388,32.49539640142412,0.0
324,MIH119_2075,14,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,70.0,57.0,50.0,54.0,40.0,0.17553926645784346,1.4202766254612063,-0.7788548755198476,1.1883652001278777,41.36639992842481,53.56247938479678,34.71053092307312,19.495148169563116,74.2675735132429,54.69852610534597,19.569047407896928,0.0
325,MIH119_2076,13,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,90.0,62.0,65.0,42.0,50.0,0.02541639704108992,1.7994549660566954,-0.12441293481201278,1.5622028426075147,38.0649270555393,62.0,17.749966993109375,0.0,73.11401541844951,42.76690246157681,30.3471129568727,0.0
326,MIH119_2077,12,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,85.0,63.0,45.0,51.0,30.0,0.07246970597905143,1.7320508075688767,-0.21264870502672414,1.5125779950404643,36.062445840513924,62.760265979779966,36.062445840513924,5.4908117931024645,93.93397937245007,52.57336325341069,41.36061611903937,0.0
327,MIH119_2078,11,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,90.0,53.0,45.0,53.0,30.0,0.07045747624659958,1.7320508075688772,-0.6410313003066289,1.4835462742199426,37.47665940288702,53.0,37.476659402887016,0.0,95.66260177854781,54.63506377315229,41.02753800539552,0.0
328,MIH119_2079,10,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,85.0,61.0,50.0,51.0,30.0,0.01697577693568956,2.0641777724759116,-0.09972232456199434,1.82572804734387,39.068266599067876,60.767876583596475,32.7821680940135,5.316500307607148,89.63191662778797,53.33940429569767,36.29251233209031,0.0
329,MIH119_2080,9,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,75.0,61.0,45.0,53.0,30.0,0.07045747624659958,1.7320508075688772,-0.22644582476179248,1.4881964501857015,37.47665940288702,58.92147540363317,37.476659402887016,15.787961751253764,85.667302732886,54.63506377315229,31.03223895973372,0.0
330,MIH119_2081,8,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,85.0,60.0,45.0,50.0,25.0,0.016895946627215983,2.144506920509559,-0.06851382571516065,1.9047345237756623,35.35533905932738,59.771681885504734,35.35533905932737,5.22934456485949,93.06380033195519,52.67873279044208,40.3850675415131,0.0
331,MIH119_2082,7,13,2,PHW65_MoG_0003/PHT69,PHW65_MoG_0003/PHT69,WIPV17/30974,1.0,88.0,67.0,50.0,55.0,35.0,0.06072000469125572,1.702000517791175,-0.306477455582626,1.456939374217813,42.13244437154379,66.95918541027942,35.35331853275966,2.338266279067565,98.4499135348815,56.49323777868726,41.95667575619425,0.0
