,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,LPlantL1.End.Angle,LPlantL1.End.Length,LPlantL1.Mid.Angle,LPlantL1.Mid.Length,LPlantL1.Stem.Angle,A1,N1,A2,N2,a,b,c,d,length,curled
314,MIH119_2065,24,13,2,PHN11_PHW65_0604/PHT69,PHW65_MoG_0001/PHT69,WIPV17/30973,,38,50.0,16.0,70.0,16.0,3.487414443840909,1.0,-0.8359638288282921,1.4366513173598383,19.294614907189942,30.783073766282914,67.28831871568232,39.40053768033609,100.44953997396962,0.0
315,MIH119_2066,23,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0639/PHT69,WIPV17/30971,,65,49.0,36.0,53.0,22.0,0.08841952544744525,1.7982558595139089,-0.48369438002559817,1.4799946356820626,31.152618371501077,44.40908156479585,42.877900701872214,20.708294825294274,81.06996069211999,0.0
316,MIH119_2067,22,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0663/PHT69,WIPV17/30972,,74,57.0,44.0,53.0,15.0,8.653199716246473e-05,3.603999571878942,-0.003938332894098864,2.992980127427299,36.81689363432686,54.79191666848418,38.125009417948505,15.711329281568952,90.80085678615907,0.0
319,MIH119_2070,19,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0012/PHT69,WIPV17/30978,,70,59.0,37.0,52.0,25.0,0.15910195054368265,1.616001875423449,-0.009445297498143924,2.425517076117413,31.294381203906514,55.4418646263686,41.529046522459225,20.179188456214455,87.6079923071971,0.0
320,MIH119_2071,18,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0015/PHT69,WIPV17/30980,,87,54.0,42.0,51.0,18.0,0.0021391078414366885,2.771158703941479,-0.19593240119301333,1.7374333437642238,34.12566092430177,53.925994876746984,37.9003860993471,2.8261416371189667,96.80207618779977,0.0
321,MIH119_2072,17,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0014/PHT69,WIPV17/30979,,74,57.0,45.0,52.0,19.0,0.0010446722608420623,2.904210877675823,-0.01592465018484279,2.4855252440197537,36.76955262170048,54.79191666848418,36.76955262170047,15.711329281568952,86.43307979806556,0.0
322,MIH119_2073,16,13,2,PHN11_PHW65_0614/PHT69,PHN11_PHW65_0614/PHT69,WIPV17/30368,1.0,70,57.0,44.0,54.0,21.0,0.004257871836467237,2.5157052671474647,-0.04803390051874273,2.1610243901320247,37.511552004785855,53.56247938479678,38.84434921828716,19.495148169563116,84.49044265392376,0.0
323,MIH119_2074,15,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,50,53.0,33.0,55.0,16.0,0.020898269041705993,2.26475342045696,-0.008302430944700265,3.078516418270496,29.955146925826497,40.60035548530583,46.126881236998315,34.06774331338658,75.92774770334725,0.0
324,MIH119_2075,14,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,85,56.0,39.0,53.0,21.0,0.02521202763545244,2.1095595296399567,-0.24303950513941983,1.6095554045962654,33.353980725641385,55.78690309313775,41.18873595721945,4.8807215938688575,99.44698363850407,0.0
328,MIH119_2079,10,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,78,56.0,41.0,52.0,16.0,0.0008842190153120613,3.031563125299655,-0.010179972631337937,2.610483385299836,34.115069507506384,54.77626564109312,39.24489817158414,11.643054685794521,94.27113339106944,0.0
330,MIH119_2081,8,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,54,60.0,33.0,59.0,20.0,0.10131522701127556,1.7842326983325338,-0.001992703974612089,3.1713317805750205,32.13370306588661,48.54101966249685,49.48156350878001,35.26711513754839,84.74292468937028,0.0
331,MIH119_2082,7,13,2,PHW65_MoG_0003/PHT69,PHW65_MoG_0003/PHT69,WIPV17/30974,1.0,78,65.0,45.0,52.0,22.0,0.0049064651892803315,2.475086853416295,-0.0019542732472055237,2.85342274019674,36.76955262170048,63.57959404769737,36.76955262170047,13.514259903154356,94.13255821867565,0.0
332,MIH119_2083,6,13,2,PHW65_MoG_0009/PHT69,PHW65_MoG_0009/PHT69,WIPV17/30977,1.0,72,56.0,35.0,50.0,20.0,0.06430898726201795,1.9238044001630872,-0.0025317499654242395,2.855237620485734,28.678821817552308,53.2591649125286,40.95760221444959,17.304951684997054,89.16722289573966,0.0
333,MIH119_2084,5,13,2,PHW65_MoG_0016/PHT69,PHW65_MoG_0016/PHT69,WIPV17/30981,1.0,70,60.0,42.0,49.0,22.0,0.015254500667040323,2.2285782128044467,-0.00014351729296506878,3.674447947352815,32.78739971158405,56.381557247154504,36.414096448392314,20.521208599540124,83.17882347262304,0.0
334,MIH119_2085,4,13,2,PHW65_MoG_0017/PHT69,PHW65_MoG_0017/PHT69,WIPV17/30982,1.0,55,53.0,20.0,59.0,11.0,0.19973397317104072,1.8724645303878455,-7.5402449483080915e-06,4.773448258443193,20.17918845621446,43.41505834731657,55.44186462636859,30.39955112660544,99.95609106864833,0.0
335,MIH119_2086,3,13,2,PHW65_MoG_0018/PHT69,PHW65_MoG_0018/PHT69,WIPV17/30983,1.0,76,65.0,28.0,56.0,18.0,0.23481144012287813,1.6364333643853437,-0.00018724416846793848,3.356852783738573,26.29040751600989,63.069222207939774,49.445065200099904,15.724923213978402,112.42027381339696,0.0
336,MIH119_2087,3,14,2,PHW65_MoG_0021/PHT69,PHW65_MoG_0021/PHT69,WIPV17/30984,1.0,72,60.0,40.0,62.0,21.0,0.015071451141581847,2.185929273368535,-0.353238810343706,1.5485062032235364,39.85283180056544,57.06339097770921,47.494755473376635,18.541019662496844,99.86110550593087,0.0
337,MIH119_2088,4,14,2,PHW65_MoG_0022/PHT69,PHW65_MoG_0022/PHT69,WIPV17/30985,1.0,80,66.0,44.0,45.0,22.0,0.008647504306642535,2.3901635910166785,-1.6508247407375025e-05,3.9935749584409987,31.25962667065488,64.99731169880573,32.370291015239296,11.460779726017401,91.75645012680516,0.0
338,MIH119_2089,5,14,2,PHW65_MoG_0024/PHT69,PHW65_MoG_0024/PHT69,WIPV17/30386,1.0,60,62.0,34.0,52.0,19.0,0.05855691340553539,1.9589149716987606,-1.8744574087690073e-06,4.895213270880281,29.078030980478832,53.6935750346352,43.10995377286217,30.999999999999996,84.44755879633885,0.0
339,MIH119_2090,6,14,2,PHW65_MoG_0025/PHT69,PHW65_MoG_0025/PHT69,WIPV17/30387,1.0,52,39.0,24.0,56.0,11.0,0.03977015642096632,2.290503021029211,-1.1912048273864317,1.5075205555999125,22.777252012244823,30.732419390662155,51.158545627985646,24.01079753770067,87.25863470328511,0.0
341,MIH119_2092,8,14,2,PHW65_MoG_0034/PHT69,PHW65_MoG_0050/PHT69,WIPV17/30397,,66,63.0,44.0,51.0,20.0,0.0028430138701864326,2.6532081030032355,-4.4980401306001664e-07,5.495437757346376,35.42757689340887,57.55336383148386,36.68632981727121,25.62440851377541,82.62237417012048,0.0
343,MIH119_2094,10,14,2,PHW65_MoG_0038/PHT69,PHW65_MoG_0038/PHT69,WIPV17/30993,1.0,73,58.0,36.0,54.0,18.0,0.019170961775664026,2.2360679774997894,-0.004679573394238378,2.7317856824850812,31.74040362379355,55.46567584585606,43.686917696247164,16.957558873918728,95.9479718785296,0.0
345,MIH119_2096,12,14,2,PHW65_MoG_0041/PHT69,PHW65_MoG_0041/PHT69,WIPV17/30995,1.0,56,50.0,28.0,54.0,16.0,0.11882238148008469,1.8542911519026821,-0.007220757697369147,2.8473717098259135,25.351464390438107,41.45187862775209,47.67917001438205,27.95964517353734,83.53694969829044,0.0
346,MIH119_2097,13,14,2,PHW65_MoG_0048/PHT69,PHW65_MoG_0048/PHT69,WIPV17/30396,1.0,82,57.0,45.0,50.0,28.0,0.043274762730111827,1.8807264653463323,-0.33337854024313046,1.446419910116661,35.35533905932738,56.44527991826951,35.35533905932737,7.93286675472373,87.07970290965321,0.0
348,MIH119_2099,15,14,2,PHW65_MoG_0052/PHT69,PHW65_MoG_0052/PHT69,WIPV17/30999,1.0,88,51.0,42.0,39.0,20.0,0.009073132148013821,2.4738397800939347,-0.008478829650617687,2.5121541856745693,26.09609364799547,50.96893217797388,28.98264819361837,1.7798743318275494,81.37606024307195,0.0
350,MIH119_2101,17,14,2,PHW65_MoG_0057/PHT69,PHW65_MoG_0057/PHT69,WIPV17/31003,1.0,78,54.0,40.0,53.0,25.0,0.07098179143713522,1.7994549660566954,-0.5309254762948095,1.3690842213167784,34.067743313386586,52.81997043962551,40.60035548530583,11.227231304159003,90.08955181157543,0.0
351,MIH119_2102,18,14,2,PHW65_MoG_0059/PHT69,PHW65_MoG_0059/PHT69,WIPV17/31004,1.0,60,65.0,40.0,61.0,24.0,0.04640766371712651,1.884648628593635,-0.00675784013555942,2.696373376447938,39.210044190878904,56.29165124598852,46.72871103025766,32.49999999999999,87.37039918297661,0.0
352,MIH119_2103,19,14,2,PHW65_MoG_0060/PHT69,PHW65_MoG_0060/PHT69,WIPV17/31005,1.0,74,64.0,48.0,52.0,30.0,0.030800239947182825,1.9236373032060046,-0.01242344876132141,2.309927800722763,38.6435309248245,61.52074854005241,34.79479153066063,17.640790772287946,84.22552710247271,0.0
353,MIH119_2104,20,14,2,PHW65_MoG_0061/PHT69,PHW65_MoG_0061/PHT69,WIPV17/30406,1.0,76,64.0,50.0,58.0,20.0,0.00015012877641173034,3.2743160852065154,-0.036396089750188904,2.226895812840847,44.43057770090073,62.098926481663774,37.281681361819274,15.483001318378735,93.48169381596915,0.0
355,MIH119_2106,22,14,2,PHW65_MoG_0063/PHT69,PHW65_MoG_0063/PHT69,WIPV17/31008,1.0,72,62.0,45.0,59.0,12.0,9.936895236662953e-07,4.704630109478457,-0.0008046848463147864,3.596459394087985,41.71930009000631,58.96550401029952,41.7193000900063,19.15905365124674,99.78262849405252,0.0
356,MIH119_2107,23,14,2,PHW65_MoG_0067/PHT69,PHW65_MoG_0067/PHT69,WIPV17/30410,1.0,69,59.0,39.0,55.0,17.0,0.0035802978876093333,2.6486842253825373,-0.0018644602514387967,3.0996278967885145,34.61262150774106,55.081245163334906,42.7430278801334,21.143709023172715,92.16616366898174,0.0
357,MIH119_2108,24,14,2,PHW65_MoG_0071/PHT69,PHW65_MoG_0069/PHT69,WIPV17/30412,,52,71.0,32.0,64.0,14.0,0.007927135563776645,2.506214082588831,-8.866732354818794e-07,5.26846147818669,33.914832910925114,55.948763506077256,54.27507815401126,43.71196474812174,95.4891334308524,0.0
359,MIH119_2110,26,14,2,PHW65_MoG_0072/PHT69,PHW65_MoG_0072/PHT69,WIPV17/31014,1.0,72,68.0,38.0,58.0,22.0,0.04542464489189599,1.9337497829298897,-0.0014071262848630614,2.9033155185521218,35.70836556888818,64.67184310807043,45.70462370918987,21.013155617496423,101.79746900784124,0.0
361,MIH119_2112,28,14,2,PHW65_MoG_0085/PHT69,PHW65_MoG_0082/PHT69,WIPV17/31017,,66,65.0,33.0,64.0,13.0,0.002463075260594195,2.8128933225119552,-0.00010371646015495469,3.8999544229783276,34.85689824096174,59.380454746769054,53.67491634850713,26.43788179992701,110.8720465870731,0.0
362,MIH119_2113,29,14,2,PHW65_MoG_0085/PHT69,PHW65_MoG_0085/PHT69,WIPV17/31018,1.0,75,69.0,40.0,62.0,26.0,0.08379169045292705,1.720409197270548,-0.0667493702594547,1.8538128375274614,39.85283180056544,66.64888201394571,47.494755473376635,17.85851411207393,105.40222762383979,0.0
363,MIH119_2114,30,14,2,PHW65_MoG_0086/PHT69,PHW65_MoG_0086/PHT69,WIPV17/31019,1.0,74,68.0,44.0,60.0,18.0,0.0006615136455050683,2.9720844442586722,-0.0019232233488515652,2.9855744577423113,41.67950222753984,65.36579532380568,43.16038802031906,18.743340195555945,102.87713149944994,0.0
364,MIH119_2115,30,15,2,PHW65_MoG_0087/PHT69,PHW65_MoG_0087/PHT69,WIPV17/31020,1.0,85,48.0,40.0,55.0,35.0,0.5875464868052881,1.198358465723876,-1.0482746935461895,1.422637662178837,35.353318532759666,47.81734550840379,42.13244437154379,4.183475651887592,95.43288307953094,0.0
365,MIH119_2116,29,15,2,PHW65_MoG_0096/PHT69,PHW65_MoG_0111/PHT69,WIPV17/30427,,84,63.0,56.0,65.0,42.0,0.051226280542554785,1.6465507656275387,-1.947405163755408,1.2559589688560386,53.887442216077716,62.65487940820122,36.34753872559854,6.5852931858621675,97.44575418521259,0.0
366,MIH119_2117,28,15,2,PHW65_MoG_0096/PHT69,PHW65_MoG_0096/PHT69,WIPV17/30422,1.0,85,52.0,46.0,50.0,15.0,3.3706511423849436e-05,3.8646517438441497,-0.13569898391550927,1.9568185859689138,35.96699001693256,51.80212430077077,34.73291852294986,4.532098622878225,91.69876805008477,0.0
367,MIH119_2118,27,15,2,PHW65_MoG_0098/PHT69,PHW65_MoG_0098/PHT69,WIPV17/31023,1.0,77,65.0,54.0,62.0,29.0,0.0021854614181408623,2.483058714022192,-0.5474690823153977,1.42934716533629,50.159053651246744,63.33405421104029,36.442685642133334,14.621818532351224,91.57267859032821,0.0
369,MIH119_2120,25,15,2,PHW65_MoG_0109/PHT69,PHW65_MoG_0109/PHT69,WIPV17/31026,1.0,70,66.0,46.0,62.0,16.0,4.763368987583734e-05,3.6113233733483403,-0.0042941648114933895,2.9642136720421437,44.59906762099637,62.01971297186996,43.06881896845783,22.573329459494136,98.72844378085418,0.0
370,MIH119_2121,24,15,2,PHW65_MoG_0116/PHT69,PHW65_MoG_0116/PHT69,WIPV17/30429,1.0,85,82.0,68.0,67.0,30.0,5.153119406294249e-07,4.286976183262806,-0.06545176659434324,1.8878492939626448,62.12131825597476,81.68796524352314,25.098641758866105,7.14677090530797,99.30247124837577,0.0
372,MIH119_2123,22,15,2,PHW65_MoG_0117/PHT69,PHW65_MoG_0129/PHT69,WIPV17/31040,,70,62.0,52.0,66.0,25.0,0.0007916356043408169,2.744843688086357,-1.2112865971458497,1.5139913530530138,52.00870973804365,58.26094248872632,40.63365737149345,21.20524888619146,91.5439319893519,0.0
373,MIH119_2124,21,15,2,PHW65_MoG_0117/PHT69,PHW65_MoG_0117/PHT69,WIPV17/31030,1.0,85,70.0,52.0,62.0,27.0,0.002183290758939271,2.5120268937755457,-0.6607997987185708,1.2776178781926655,48.856666723616755,69.7336288664222,38.17101147019081,6.1009019923360714,104.53474437343695,0.0
374,MIH119_2125,20,15,2,PHW65_MoG_0118/PHT69,PHW65_MoG_0119/PHT69,WIPV17/31032,,86,55.0,60.0,55.0,30.0,0.00025447945749404986,3.0,-1.373839961566113,1.4383497693817788,47.63139720814413,54.86602276429033,27.499999999999996,3.8366060559268917,83.60428853680024,0.0
376,MIH119_2127,18,15,2,PHW65_MoG_0121/PHT69,PHW65_MoG_0121/PHT69,WIPV17/30433,1.0,77,65.0,50.0,56.0,21.0,0.0003077063939904867,3.10462425187673,-0.011645025038758845,2.490678001347508,42.89848881466277,63.33405421104029,35.996106142446195,14.621818532351224,92.894342255498,0.0
377,MIH119_2128,17,15,2,PHW65_MoG_0125/PHT69,PHW65_MoG_0125/PHT69,WIPV17/31036,1.0,59,61.0,50.0,68.0,29.0,0.008903686882072917,2.1499803935562394,0.0,0.0,52.09102213209051,52.287205342828855,43.70955745868467,31.417322569513303,124.97157192462016,1.0
378,MIH119_2129,16,15,2,PHW65_MoG_0126/PHT69,PHW65_MoG_0126/PHT69,WIPV17/31037,1.0,73,55.0,43.0,61.0,20.0,0.0031709216797003235,2.562064142464007,-1.261331624936109,1.300920334233893,41.60189996381241,52.59676157796696,44.6125757987694,16.08044375975052,96.34259952213219,0.0
379,MIH119_2130,15,15,2,PHW65_MoG_0127/PHT69,PHW65_MoG_0127/PHT69,WIPV17/31038,1.0,78,57.0,48.0,59.0,12.0,1.0405614201226999e-07,5.22502107722901,-0.1817887361757175,2.027919139114333,43.84554470316626,55.754413241826924,39.478705775172635,11.85096637661228,99.68464733488753,0.0
380,MIH119_2131,14,15,2,PHW65_MoG_0128/PHT69,PHW65_MoG_0128/PHT69,WIPV17/31039,1.0,69,65.0,49.0,68.0,19.0,8.620387338041449e-05,3.3409124415858655,-1.22961219552204,1.2754705589841087,51.320251455148494,60.68272772231811,44.61201397135449,23.293916720444518,98.41717681718842,0.0
381,MIH119_2132,13,15,2,PHW65_MoG_0130/PHT69,PHW65_MoG_0130/PHT69,WIPV17/31041,1.0,82,68.0,54.0,61.0,27.0,0.0009560229415954813,2.7013016167040793,-0.5528943177801858,1.3377151817563486,49.350036656871794,67.33822867442679,35.854900389840864,9.46377086528445,97.4836775139342,0.0
383,MIH119_2134,11,15,2,PHW65_MoG_0137/PHT69,PHW65_MoG_0137/PHT69,WIPV17/31044,1.0,70,68.0,45.0,69.0,17.0,0.00014656899306819942,3.270852618484141,-0.13327167206145502,1.935473061180099,48.79036790187178,63.899098213441775,48.790367901871775,23.25736974614547,107.12673098465692,0.0
384,MIH119_2135,10,15,2,PHW65_MoG_0138/PHT69,PHW65_MoG_0138/PHT69,WIPV17/30445,1.0,87,58.0,45.0,57.0,20.0,0.0015655606551467265,2.747477419454622,-0.8983560459831743,1.2985914827768825,40.305086527633215,57.92051301576528,40.30508652763321,3.035485462090742,103.21004445101192,0.0
385,MIH119_2136,9,15,2,PHW65_MoG_0142/PHT69,PHW65_MoG_0142/PHT69,WIPV17/31048,1.0,85,66.0,53.0,55.0,22.0,0.00013312399321943114,3.2845511918868486,-0.06198693504006475,1.9751694771869441,43.924953052601104,65.74885007405521,33.09982627336265,5.752279021345439,96.7436613615253,0.0
386,MIH119_2137,8,15,2,PHW65_MoG_0143/PHT69,PHW65_MoG_0143/PHT69,WIPV17/30449,1.0,80,69.0,57.0,54.0,25.0,0.00010000546841489936,3.3022510715505753,-0.0028959234073805316,2.7886102499882104,45.2882106690529,67.95173495784235,29.410507890811456,11.981724259018193,89.35435079542398,0.0
388,MIH119_2139,6,15,2,PHW65_MoG_0150/PHT69,PHW65_MoG_0150/PHT69,WIPV17/31053,1.0,89,71.0,50.0,57.0,16.0,5.589069292798012e-06,4.156138692312342,-0.004807834345578475,2.691892690115521,43.66453325778175,70.98918635610379,36.63889375213274,1.2391208570471293,112.75352165437711,0.0
389,MIH119_2140,5,15,2,PHW65_MoG_0152/PHT69,PHW65_MoG_0152/PHT69,WIPV17/31054,1.0,74,66.0,50.0,67.0,20.0,0.00010813973457779095,3.274316085206515,-0.8822136109104143,1.3384979096104626,51.32497768897153,63.44327193192905,43.06676984899813,18.192065483921944,101.52165682745469,0.0
390,MIH119_2141,4,15,2,PHW65_MoG_0156/PHT69,PHW65_MoG_0156/PHT69,WIPV17/31057,1.0,65,62.0,40.0,63.0,19.0,0.005840715348160512,2.4369222763188274,-0.0745686383282604,2.066459744139788,40.49561941025198,56.1910827962723,48.260799916495614,26.202332227923364,95.8479530054543,0.0
391,MIH119_2142,3,15,2,PHW65_MoG_0159/PHT69,PHW65_MoG_0159/PHT69,WIPV17/31059,1.0,83,75.0,63.0,64.0,37.0,0.0007755596638895411,2.6044721081884252,-0.5143081044839009,1.2796210862490673,57.024417548055546,74.44096137309914,29.055391983330992,9.140200755386061,93.65486506173349,0.0
392,MIH119_2143,3,16,2,PHW65_MoG_0160/PHT69,PHW65_MoG_0160/PHT69,WIPV17/30460,1.0,78,74.0,58.0,69.0,26.0,5.812236765034263e-05,3.2811720327048595,-0.6205339283007579,1.3425019861616072,58.51531863479339,72.38292245430162,36.564429232091136,15.385465120514189,100.1868952381964,0.0
393,MIH119_2144,4,16,2,PHW65_MoG_0170/PHT69,PHW65_MoG_0170/PHT69,WIPV17/30463,1.0,45,70.0,35.0,73.0,15.0,0.00345370228366801,2.613210108441363,-0.03757419484234384,2.763142452553077,41.87107985362637,49.49747468305833,59.7980992330964,49.49747468305832,92.57218324810025,0.0
394,MIH119_2145,5,16,2,PHW65_MoG_0172/PHT69,PHW65_MoG_0172/PHT69,WIPV17/30464,1.0,70,52.0,41.0,61.0,15.0,0.0002917297707894795,3.244222271875965,-0.9144667079362465,1.5738180124954706,40.01960076842095,48.86401628086724,46.03728439358908,17.785047452934773,97.43720381422128,0.0
396,MIH119_2147,7,16,2,PHW65_MoG_0175/PHT69,PHW65_MoG_0157/PHT69,WIPV17/31058,,66,69.0,44.0,66.0,20.0,0.0018563636340345772,2.6532081030032355,-0.019197947959828234,2.4326384256507736,45.84745245029383,63.03463657733946,47.47642682235097,28.06482837223021,98.9994842553293,0.0
397,MIH119_2148,8,16,2,PHW65_MoG_0176/PHT69,PHW65_MoG_0176/PHT69,WIPV17/31067,1.0,66,66.0,47.0,59.0,20.0,0.000613028829805602,2.946308816122496,-0.0006117884538055364,3.5169202866981126,43.14986839553106,60.29400020441166,40.23790324368741,26.84461844300281,88.34997993161068,0.0
398,MIH119_2149,9,16,2,PHW65_MoG_0179/PHT69,PHW65_MoG_0179/PHT69,WIPV17/31069,1.0,81,60.0,55.0,60.0,30.0,0.002251992866941746,2.473624908405562,-0.7643348811174345,1.507846402407104,49.14912265733951,59.261300435708264,34.41458618106276,9.386067902413853,90.82926016366515,0.0
399,MIH119_2150,10,16,2,PHW65_MoG_0180/PHT69,PHW65_MoG_0180/PHT69,WIPV17/31070,1.0,65,65.0,50.0,70.0,16.0,2.922393879499216e-06,4.156138692312342,-1.749930052522576,1.3836214417265242,53.62311101832846,58.91000615738225,44.99513267805775,27.470187013145463,97.41831056298827,0.0
400,MIH119_2151,11,16,2,PHW65_MoG_0181/PHT69,PHW65_MoG_0190/PHT69,WIPV17/30473,,73,53.0,48.0,62.0,16.0,1.4963242815793379e-05,3.8731661257258025,-1.1016507254447039,2.0685976763976326,46.074979179598444,50.68415206604088,41.48609759424921,15.495700350305047,96.42483549618906,0.0
401,MIH119_2152,12,16,2,PHW65_MoG_0181/PHT69,PHW65_MoG_0183/PHT69,WIPV17/30472,,70,60.0,45.0,63.0,24.0,0.008820693446775758,2.2460367739042155,-0.9592406393921271,1.3034482009602146,44.5477272147525,56.381557247154504,44.54772721475249,20.521208599540124,93.65756472718265,0.0
402,MIH119_2153,13,16,2,PHW65_MoG_0191/PHT69,PHW65_MoG_0191/PHT69,WIPV17/31074,1.0,72,47.0,35.0,55.0,20.0,0.05888882997508796,1.923804400163087,-0.7197156577738667,1.4544466841355475,31.54670399930754,44.699656265872214,45.05336243589455,14.523798735622528,90.88409087276332,0.0
403,MIH119_2154,14,16,2,PHW65_MoG_0192/PHT69,PHW65_MoG_0192/PHT69,WIPV17/31075,1.0,77,53.0,46.0,55.0,20.0,0.0010906139237933934,2.845096154300349,-1.1314919669473336,1.2625198384182386,39.563689018625816,51.641613433617465,38.20621037524485,11.922405880224844,88.83314512883072,0.0
404,MIH119_2155,15,16,2,PHW65_MoG_0195/PHT69,PHW65_MoG_0195/PHT69,WIPV17/30477,1.0,70,68.0,58.0,68.0,35.0,0.0034047782549495777,2.2855145677705564,-1.2877310786624003,1.2542022708257619,57.66727053863696,63.899098213441775,36.034509967857936,23.25736974614547,85.38663044129474,0.0
405,MIH119_2156,16,16,2,PHW65_MoG_0196/PHT69,PHW65_MoG_0196/PHT69,WIPV17/30478,1.0,85,71.0,60.0,55.0,30.0,0.00025447945749404986,3.0,-0.058728714854135486,1.8772408223900439,47.63139720814413,70.72982356451394,27.499999999999996,6.18805773508373,91.3161092748843,0.0
406,MIH119_2157,17,16,2,PHW65_MoG_0199/PHT69,PHW65_MoG_0199/PHT69,WIPV17/31079,1.0,65,61.0,42.0,65.0,20.0,0.0042735395148200735,2.4738397800939342,-0.6478574202200816,1.4382562860850983,43.49348941332578,55.284775009235645,48.30441365603062,25.779713966182666,95.40248307642351,0.0
407,MIH119_2158,18,16,2,PHW65_MoG_0200/PHT69,PHW65_MoG_0200/PHT69,WIPV17/30480,1.0,53,61.0,40.0,67.0,19.0,0.00534627134317596,2.436922276318827,-1.296608780946276,1.3988039119281168,43.066769848998135,48.71676611288486,51.32497768897153,36.71071641227494,87.49899508634441,0.0
408,MIH119_2159,19,16,2,PHW65_MoG_0203/PHT69,PHW65_MoG_0203/PHT69,WIPV17/31082,1.0,84,65.0,46.0,51.0,24.0,0.008138720850867602,2.3258391652661903,-0.019259271787239674,2.193038993660574,36.68632981727121,64.64392319893777,35.42757689340886,6.794350112397475,96.46101213923481,0.0
409,MIH119_2160,20,16,2,PHW65_MoG_0206/PHT69,PHW65_MoG_0206/PHT69,WIPV17/31083,1.0,72,68.0,50.0,70.0,21.0,0.00019238772413345863,3.1046242518767286,-0.7245004465221287,1.4567508861729475,53.62311101832846,64.67184310807043,44.99513267805775,21.013155617496423,103.2014811389941,0.0
410,MIH119_2161,21,16,2,PHW65_MoG_0209/PHT69,PHW65_MoG_0209/PHT69,WIPV17/31084,1.0,76,62.0,52.0,60.0,24.0,0.000566395961622161,2.8747959743566383,-0.7553876197905706,1.3182800768288805,47.280645216403315,60.15833502911178,36.939688519539494,14.999157527179399,90.44991817842276,0.0
411,MIH119_2162,22,16,2,PHW65_MoG_0213/PHT69,PHW65_MoG_0213/PHT69,WIPV17/30485,1.0,87,60.0,59.0,55.0,26.0,5.5207549960089725e-05,3.4122786161248695,-0.6691388379180215,1.424244400248613,47.14420153861618,59.91777208527443,28.32709412005298,3.1401573745766296,88.11863016764246,0.0
414,MIH119_2165,25,16,2,PHW65_MoG_0221/PHT69,PHW65_MoG_0221/PHT69,WIPV17/31089,1.0,87,56.0,50.0,54.0,20.0,0.00017662232687352866,3.2743160852065145,-1.092533879902045,1.2584953869249604,41.36639992842481,55.92325394625613,34.71053092307312,2.930813549604854,94.46188208271758,0.0
415,MIH119_2166,26,16,2,PHW65_MoG_0224/PHT69,PHW65_MoG_0236/PHT69,WIPV17/30493,,80,59.0,60.0,58.0,25.0,1.3943309936780114e-05,3.714394943505628,-1.4078403403959605,1.2547992325199362,50.229473419497445,58.10365742772027,28.999999999999996,10.245242482348889,83.55625515688347,0.0
416,MIH119_2167,27,16,2,PHW65_MoG_0241/PHT69,PHW65_MoG_0241/PHT69,WIPV17/30494,1.0,86,52.0,40.0,48.0,20.0,0.013552892457476266,2.3054072893322783,-0.16434055699146247,1.7424803313610193,30.85380526495389,51.87333061351086,36.770133269710946,3.6273366346945157,91.47916744848516,0.0
417,MIH119_2168,28,16,2,PHW65_MoG_0253/PHT69,PHW65_MoG_0268/PHT69,WIPV17/30500,,60,58.0,45.0,61.0,24.0,0.009182492754841776,2.2460367739042155,-1.0459933267237143,1.3286796962763654,43.1335136523794,50.229473419497445,43.13351365237939,28.999999999999996,80.52186936951111,0.0
418,MIH119_2169,29,16,2,PHW65_MoG_0262/PHT69,PHW65_MoG_0262/PHT69,WIPV17/31098,1.0,82,64.0,52.0,57.0,25.0,0.0010223931022796796,2.744843688086357,-0.31892607138798307,1.5118509570076573,44.91661295558315,63.3771563994605,35.092704093562524,8.907078461444188,93.8947113321702,0.0
419,MIH119_2170,30,16,2,PHW65_MoG_0266/PHT69,PHW65_MoG_0266/PHT69,WIPV17/30499,1.0,81,63.0,57.0,59.0,25.0,8.156112300875174e-05,3.3022510715505744,-0.5798052432102009,1.4336838897945183,49.48156350878002,62.22436545749368,32.13370306588659,9.855371297534544,90.00850292821815,0.0
420,MIH119_2171,30,17,2,PHW65_MoG_0277/PHT69,PHW65_MoG_0277/PHT69,WIPV17/31102,1.0,87,53.0,44.0,47.0,21.0,0.005255129237590829,2.5157052671474647,-0.18495286180054404,1.702168985753897,32.64894341157287,52.92736534199241,33.8089706159166,2.773805680876023,88.5562396375129,0.0
421,MIH119_2172,29,17,2,PHW65_MoG_0287/PHT69,PHW65_MoG_0287/PHT69,WIPV17/31103,1.0,59,70.0,46.0,74.0,20.0,0.0006308052307158438,2.8450961543003492,-0.8901903250514803,1.4888592046089542,53.23114522506019,60.001711049147865,51.40471941396579,36.05266524370379,97.41989542221229,0.0
