,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L2.End.Angle,RPlant.L2.End.Length,RPlant.L2.Mid.Angle,RPlant.L2.Mid.Length,RPlant.L2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,length,curled
363,MIH119_2114,30,14,2,PHW65_MoG_0086/PHT69,PHW65_MoG_0086/PHT69,WIPV17/31019,1.0,75,42.0,30.0,52.0,25.0,0.7972796742137994,1.2381316478352093,-1.12390224992889,1.2745340630732418,26.000000000000007,40.56888470414087,45.033320996790806,10.870399894305871,89.53597876565237,0.0
366,MIH119_2117,28,15,2,PHW65_MoG_0096/PHT69,PHW65_MoG_0096/PHT69,WIPV17/30422,1.0,70,77.0,48.0,52.0,28.0,0.01684590386573081,2.0887583493841086,-8.603951032153178e-08,5.231483479825146,38.6435309248245,72.35633180051495,34.79479153066063,26.33555103607649,90.85340572851402,0.0
369,MIH119_2120,25,15,2,PHW65_MoG_0109/PHT69,PHW65_MoG_0109/PHT69,WIPV17/31026,1.0,84,54.0,54.0,61.0,30.0,0.0032946790526376876,2.3839634168752974,-4.01827627233623,1.3712820497426144,49.350036656871794,53.70418234988676,35.854900389840864,5.644537016453286,94.99650735865455,0.0
370,MIH119_2121,24,15,2,PHW65_MoG_0116/PHT69,PHW65_MoG_0116/PHT69,WIPV17/30429,1.0,87,50.0,44.0,44.0,27.0,0.04847133524496469,1.8952709344847611,-0.5998143528090556,1.3091104254774466,30.564968300195883,49.931476737728694,31.650951214900648,2.6167978121471913,80.95055729127532,0.0
372,MIH119_2123,22,15,2,PHW65_MoG_0117/PHT69,PHW65_MoG_0129/PHT69,WIPV17/31040,,60,37.0,33.0,47.0,25.0,0.4310598007913856,1.392659077843518,-1.404474318646299,1.4495456580609176,25.598034645706278,32.04293994002423,39.417516693434926,18.499999999999996,69.58904684832925,0.0
374,MIH119_2125,20,15,2,PHW65_MoG_0118/PHT69,PHW65_MoG_0119/PHT69,WIPV17/31032,,57,62.0,44.0,56.0,20.0,0.0024357304095926403,2.653208103003236,-4.4603093939161035e-05,4.622942993815708,38.90086874570385,51.99757521261629,40.28302881896446,33.76762017093167,76.50738914965652,0.0
375,MIH119_2126,19,15,2,PHW65_MoG_0118/PHT69,PHW65_MoG_0118/PHT69,WIPV17/31031,1.0,66,56.0,45.0,58.0,14.0,1.3927472352148796e-05,4.010780933535846,-0.10354501989490579,2.231693305987852,41.01219330881976,51.158545627985646,41.012193308819754,22.77725201224481,87.6316626392156,0.0
376,MIH119_2127,18,15,2,PHW65_MoG_0121/PHT69,PHW65_MoG_0121/PHT69,WIPV17/30433,1.0,76,37.0,42.0,43.0,22.0,0.01790986530687361,2.228578212804447,-1.2490871679554012,1.4832723424002616,28.772616073430903,35.90094187221187,31.955227495527947,8.951110137187706,69.82230165828568,0.0
377,MIH119_2128,17,15,2,PHW65_MoG_0125/PHT69,PHW65_MoG_0125/PHT69,WIPV17/31036,1.0,70,48.0,49.0,49.0,22.0,0.0011033190443152949,2.8472617212981635,-1.0805991513921818,1.2783776117749663,36.98076943091583,45.105245797723605,32.146892420534854,16.4169668796321,70.8998924351315,0.0
379,MIH119_2130,15,15,2,PHW65_MoG_0127/PHT69,PHW65_MoG_0127/PHT69,WIPV17/31038,1.0,70,53.0,40.0,50.0,20.0,0.012849574022988504,2.3054072893322783,-0.020177267094641637,2.4055500200928166,32.13938048432697,49.803708901653145,38.302222155948904,18.127067596260442,81.83157530945456,0.0
380,MIH119_2131,14,15,2,PHW65_MoG_0128/PHT69,PHW65_MoG_0128/PHT69,WIPV17/31039,1.0,77,56.0,42.0,48.0,23.0,0.02270719276370015,2.1212189979563423,-0.018473210300261764,2.2918105894498226,32.118269105225195,54.56472362797317,35.67095162291492,12.59725904325644,84.74042390557307,0.0
381,MIH119_2132,13,15,2,PHW65_MoG_0130/PHT69,PHW65_MoG_0130/PHT69,WIPV17/31041,1.0,87,49.0,49.0,46.0,26.0,0.007017480298547003,2.358604764556692,-0.5949464903676702,1.4457659020454245,34.716640690247516,48.932847202974116,30.178715333563336,2.5644618559042476,80.265274232774,0.0
382,MIH119_2133,12,15,2,PHW65_MoG_0133/PHT69,PHW65_MoG_0132/PHT69,WIPV17/31042,,80,60.0,55.0,59.0,26.0,0.00039611929008003693,2.9281373445671717,-1.0932470574374717,1.2899500134574855,48.32997061305051,59.088465180732484,33.84100974471172,10.418890660015819,89.4276821398846,0.0
384,MIH119_2135,10,15,2,PHW65_MoG_0138/PHT69,PHW65_MoG_0138/PHT69,WIPV17/30445,1.0,87,55.0,50.0,47.0,21.0,0.0004449157048200146,3.1046242518767295,-0.13612672391012073,1.8033333249951087,36.00408882659197,54.92462441150156,30.211017655267344,2.8784775933619104,85.75136174611538,0.0
390,MIH119_2141,4,15,2,PHW65_MoG_0156/PHT69,PHW65_MoG_0156/PHT69,WIPV17/31057,1.0,78,46.0,50.0,51.0,28.0,0.008867122294892183,2.241362521763501,-1.4937605113419583,1.541858406394061,39.068266599067876,44.99478963375506,32.7821680940135,9.563937777616928,77.93254733076958,0.0
391,MIH119_2142,3,15,2,PHW65_MoG_0159/PHT69,PHW65_MoG_0159/PHT69,WIPV17/31059,1.0,80,59.0,55.0,53.0,27.0,0.0007811379523228203,2.8028982814483148,-0.4316791845356916,1.4303640663242907,43.41505834731657,58.10365742772027,30.39955112660544,10.245242482348889,82.09720921389898,0.0
392,MIH119_2143,3,16,2,PHW65_MoG_0160/PHT69,PHW65_MoG_0160/PHT69,WIPV17/30460,1.0,73,46.0,45.0,53.0,35.0,0.21193243093789202,1.4281480067421146,-1.4479281054580564,1.4990847055928365,37.47665940288702,43.990018774299635,37.476659402887016,13.449098417245889,78.82588808397531,0.0
393,MIH119_2144,4,16,2,PHW65_MoG_0170/PHT69,PHW65_MoG_0170/PHT69,WIPV17/30463,1.0,75,52.0,37.0,50.0,24.0,0.1256191283027545,1.6925101076553353,-0.15664708802397356,1.7084956821857364,30.09075115760242,50.22814296703155,39.931775502364644,13.458590345331078,85.70222172392184,0.0
394,MIH119_2145,5,16,2,PHW65_MoG_0172/PHT69,PHW65_MoG_0172/PHT69,WIPV17/30464,1.0,83,52.0,40.0,49.0,19.0,0.008381044768928083,2.436922276318827,-0.11304379266161492,1.8725150881193782,31.496592874640427,51.612399885348744,37.536177712829925,6.337205857067668,90.96401043183224,0.0
395,MIH119_2146,6,16,2,PHW65_MoG_0173/PHT69,PHW65_MoG_0175/PHT69,WIPV17/30466,,70,43.0,45.0,49.0,23.0,0.00817372010740623,2.3558523658237536,-2.21279244088007,1.2558170254807666,34.64823227814083,40.406782693794064,34.648232278140824,14.706866163003754,72.96547431971304,0.0
396,MIH119_2147,7,16,2,PHW65_MoG_0175/PHT69,PHW65_MoG_0157/PHT69,WIPV17/31058,,50,66.0,40.0,70.0,17.0,0.0015564007910515857,2.744571225805283,-0.6886041141316088,1.624981015486878,44.99513267805776,50.55893324585255,53.62311101832846,42.42398223931159,88.7268845516131,0.0
398,MIH119_2149,9,16,2,PHW65_MoG_0179/PHT69,PHW65_MoG_0179/PHT69,WIPV17/31069,1.0,70,56.0,44.0,55.0,22.0,0.006542410432565361,2.390163591016678,-0.19226565955739847,1.748226259161293,38.20621037524486,52.62278676401087,39.56368901862581,19.153128026237447,84.45654816864696,0.0
399,MIH119_2150,10,16,2,PHW65_MoG_0180/PHT69,PHW65_MoG_0180/PHT69,WIPV17/31070,1.0,63,34.0,35.0,49.0,22.0,0.12379530459026467,1.7330744724858407,-2.057651910388006,3.1723793585374715,28.10524538120126,30.29422182240451,40.138450170160596,15.43567699114459,75.67795787688863,0.0
400,MIH119_2151,11,16,2,PHW65_MoG_0181/PHT69,PHW65_MoG_0190/PHT69,WIPV17/30473,,72,51.0,38.0,51.0,17.0,0.006008803619256991,2.555470137243519,-0.03661842877544105,2.290275659835562,31.398735241608573,48.50388233105283,40.18854843394282,15.759866713122317,86.53384020626157,0.0
402,MIH119_2153,13,16,2,PHW65_MoG_0191/PHT69,PHW65_MoG_0191/PHT69,WIPV17/31074,1.0,80,63.0,49.0,55.0,29.0,0.015817678506504746,2.075319542782225,-0.2929184124718689,1.4733110875168565,41.50902691225246,62.04288843976911,36.0832465944779,10.939835193016611,90.60944759851937,0.0
403,MIH119_2154,14,16,2,PHW65_MoG_0192/PHT69,PHW65_MoG_0192/PHT69,WIPV17/31075,1.0,85,55.0,54.0,50.0,31.0,0.0061266762207681505,2.290684190118376,-0.5425323417639765,1.4322258811748863,40.45084971874737,54.790708395046,29.389262614623657,4.793565851121199,81.44070572288466,0.0
404,MIH119_2155,15,16,2,PHW65_MoG_0195/PHT69,PHW65_MoG_0195/PHT69,WIPV17/30477,1.0,70,55.0,45.0,53.0,26.0,0.0222368317788613,2.0503038415792965,-0.29688831274057287,1.560495423459049,37.47665940288702,51.68309414322496,37.476659402887016,18.81110788291178,79.53084536171909,0.0
405,MIH119_2156,16,16,2,PHW65_MoG_0196/PHT69,PHW65_MoG_0196/PHT69,WIPV17/30478,1.0,75,54.0,40.0,58.0,22.0,0.024206402365390213,2.0768444658333474,-0.6046093999303224,1.4516814296417972,37.28168136181928,52.15999461960969,44.43057770090073,13.97622843553612,95.26910788945077,0.0
406,MIH119_2157,17,16,2,PHW65_MoG_0199/PHT69,PHW65_MoG_0199/PHT69,WIPV17/31079,1.0,64,47.0,43.0,54.0,25.0,0.029140948551395058,1.9997850557017824,-1.9352458152622396,1.3487537832685634,36.827911443374916,42.24332017606085,39.49309988743521,20.60344389908664,76.23724360916553,0.0
407,MIH119_2158,18,16,2,PHW65_MoG_0200/PHT69,PHW65_MoG_0200/PHT69,WIPV17/30480,1.0,85,42.0,56.0,42.0,34.0,0.009591861178888947,2.1979870253574343,-1.3486695243942368,1.3792007801618997,34.81957804731175,41.84017731985331,23.486101945771367,3.660541195401643,65.06077151680223,0.0
409,MIH119_2160,20,16,2,PHW65_MoG_0206/PHT69,PHW65_MoG_0206/PHT69,WIPV17/31083,1.0,65,63.0,49.0,62.0,26.0,0.004677997928462438,2.3586047645566923,-0.42098871694226464,1.5037813248189362,46.79199397381186,57.09739058330894,40.67565979741145,26.624950489664066,83.54909655364688,0.0
410,MIH119_2161,21,16,2,PHW65_MoG_0209/PHT69,PHW65_MoG_0209/PHT69,WIPV17/31084,1.0,80,55.0,42.0,52.0,21.0,0.009359454774091912,2.3456327296063777,-0.17035784195499568,1.7344319993759494,34.79479153066063,54.16442641567144,38.643530924824496,9.550649771681169,91.40732462578876,0.0
412,MIH119_2163,23,16,2,PHW65_MoG_0215/PHT69,PHW65_MoG_0215/PHT69,WIPV17/30486,1.0,83,54.0,47.0,45.0,21.0,0.0017706413637975627,2.7936159998050996,-0.027621283462469986,2.235281966072984,32.91091657286267,53.597492188631385,30.68992620281243,6.580944543877964,82.43248762072614,0.0
413,MIH119_2164,24,16,2,PHW65_MoG_0218/PHT69,PHW65_MoG_0218/PHT69,WIPV17/30488,1.0,86,47.0,54.0,49.0,30.0,0.004461436862460076,2.383963416875298,-1.814229451294113,1.3352241743500937,39.64183272437243,46.88551036221174,28.801477362331184,3.2785542659738893,78.38293207064248,0.0
414,MIH119_2165,25,16,2,PHW65_MoG_0221/PHT69,PHW65_MoG_0221/PHT69,WIPV17/31089,1.0,85,56.0,49.0,46.0,31.0,0.03390690318329395,1.9145345372821712,-0.37006791944319317,1.3861496593640643,34.716640690247516,55.78690309313775,30.178715333563336,4.8807215938688575,81.1167548225387,0.0
415,MIH119_2166,26,16,2,PHW65_MoG_0224/PHT69,PHW65_MoG_0236/PHT69,WIPV17/30493,,80,54.0,45.0,52.0,27.0,0.031120349955341634,1.9626105055051506,-0.618119390900926,1.3550704592730634,36.76955262170048,53.17961866265923,36.76955262170047,9.377001594014239,86.50472164259295,0.0
416,MIH119_2167,27,16,2,PHW65_MoG_0241/PHT69,PHW65_MoG_0241/PHT69,WIPV17/30494,1.0,46,42.0,45.0,44.0,27.0,0.0365495897390453,1.9626105055051508,0.0,0.0,31.112698372208094,30.21227161422335,31.112698372208087,29.175651559277885,80.36575062130002,1.0
417,MIH119_2168,28,16,2,PHW65_MoG_0253/PHT69,PHW65_MoG_0268/PHT69,WIPV17/30500,,66,57.0,44.0,53.0,21.0,0.004380229985047165,2.515705267147465,-0.010632726538286381,2.6598683377467016,36.81689363432686,52.07209108562825,38.125009417948505,23.183988655320608,79.91213058719973,0.0
418,MIH119_2169,29,16,2,PHW65_MoG_0262/PHT69,PHW65_MoG_0262/PHT69,WIPV17/31098,1.0,60,56.0,40.0,58.0,14.0,0.00022850759042301893,3.3654448020627945,-0.02194916977289774,2.737814943594089,37.28168136181928,48.49742261192857,44.43057770090073,27.999999999999996,86.01480621135569,0.0
419,MIH119_2170,30,16,2,PHW65_MoG_0266/PHT69,PHW65_MoG_0266/PHT69,WIPV17/30499,1.0,60,64.0,44.0,62.0,19.0,0.0011646928750133306,2.8045638442441425,-0.009776609345444196,2.848367356665968,43.06881896845783,55.42562584220408,44.599067620996365,31.999999999999996,86.5798610593217,0.0
420,MIH119_2171,30,17,2,PHW65_MoG_0277/PHT69,PHW65_MoG_0277/PHT69,WIPV17/31102,1.0,46,77.0,39.0,46.0,21.0,0.029502967421875945,2.1095595296399563,0.0,0.0,28.948737988292525,55.389164626076145,35.748714227020656,53.48869452534279,84.7632302397028,1.0
421,MIH119_2172,29,17,2,PHW65_MoG_0287/PHT69,PHW65_MoG_0287/PHT69,WIPV17/31103,1.0,75,62.0,43.0,54.0,27.0,0.05372302331454403,1.830163904595815,-0.05488590352137956,1.930230358584782,36.827911443374916,59.88740122992223,39.49309988743521,16.046780796356288,90.26302803567584,0.0
422,MIH119_2173,28,17,2,PHW65_MoG_0291/PHT69,PHW65_MoG_0291/PHT69,WIPV17/31104,1.0,76,67.0,54.0,57.0,26.0,0.000675703751446636,2.8220011390223365,-0.023919577567814515,2.2400832977280687,46.11396867937201,65.00981366049176,33.50375938067097,16.208767005177737,88.31919660483612,0.0
423,MIH119_2174,27,17,2,PHW65_MoG_0293/PHT69,PHW65_MoG_0293/PHT69,WIPV17/30505,1.0,80,56.0,49.0,51.0,33.0,0.05202415087218427,1.7714120057588192,-0.5177129866219973,1.3598778361288772,38.490188591361374,55.14923416868365,33.45901047851587,9.724297949348099,81.89912410509396,0.0
424,MIH119_2175,26,17,2,PHW65_MoG_0294/PHT69,PHW65_MoG_0294/PHT69,WIPV17/30506,1.0,88,36.0,48.0,44.0,26.0,0.01047723179355954,2.2770931056603367,-3.1331454074884015,1.8495165342989277,32.698372321005344,35.97806977268745,29.441746679789762,1.256381881290035,75.08908183682095,0.0
427,MIH119_2178,23,17,2,PHW65_MoG_0305/PHT69,PHW65_MoG_0305/PHT69,WIPV17/31110,1.0,84,45.0,46.0,46.0,23.0,0.00626837166875019,2.439556539625727,-0.7478423046268682,1.4637260040009366,33.089630815577955,44.7534852915723,31.954285041113874,4.703780847044405,79.09912117719831,0.0
428,MIH119_2179,22,17,2,PHW65_MoG_0306/PHT69,PHW65_MoG_0422/PHT69,WIPV17/31147,,80,64.0,55.0,44.0,36.0,0.021970709044396654,1.9656770962367902,-0.002435118941834764,2.629707641840508,36.04268994871564,63.02769619278131,25.237363199446026,11.113483370683541,77.54761050379622,0.0
429,MIH119_2180,21,17,2,PHW65_MoG_0306/PHT69,PHW65_MoG_0271/PHT69,WIPV17/31101,,86,41.0,45.0,46.0,27.0,0.035018630779306524,1.9626105055051504,-1.4546575349657274,1.4189212557611306,32.526911934581186,40.900126060652795,32.526911934581186,2.8600154235091373,79.00490731041874,0.0
430,MIH119_2181,20,17,2,PHW65_MoG_0307/PHT69,PHW65_MoG_0307/PHT69,WIPV17/30512,1.0,49,60.0,23.0,51.0,23.0,2.355852365823753,1.0,-4.6078321422458145e-07,5.139563159824617,19.927287552952958,45.282574813366324,46.945747526074456,39.36354173943044,78.97929629893615,0.0
431,MIH119_2182,19,17,2,PHW65_MoG_0308/PHT69,PHW65_MoG_0312/PHT69,WIPV17/30516,,80,41.0,48.0,41.0,23.0,0.0035964367260246034,2.6164391205738218,-0.8858193289604718,1.3659390653889587,30.468937844573166,40.37711787350053,27.43435486071319,7.119575284344144,66.85194616242401,0.0
435,MIH119_2186,15,17,2,PHW65_MoG_0314/PHT69,PHW65_MoG_0314/PHT69,WIPV17/31117,1.0,76,53.0,42.0,51.0,26.0,0.056029893913001526,1.8461018709973962,-0.4448851103734323,1.4143687211879188,34.12566092430177,51.425673492627816,37.9003860993471,12.82186046678239,83.80223788844214,0.0
436,MIH119_2187,14,17,2,PHW65_MoG_0315/PHT69,PHW65_MoG_0315/PHT69,WIPV17/31118,1.0,80,47.0,46.0,45.0,25.0,0.013848359140032431,2.2207019243213115,-0.7694813190888978,1.2919754154148,32.3702910152393,46.28596439157378,31.259626670654875,8.161464350345726,74.71272271948848,0.0
437,MIH119_2188,13,17,2,PHW65_MoG_0326/PHT69,PHW65_MoG_0326/PHT69,WIPV17/31121,1.0,88,47.0,45.0,46.0,32.0,0.12363698633505527,1.6003345290410507,-1.0750909268709181,1.2575009703523186,32.526911934581186,46.9713688698975,32.526911934581186,1.6402763450175455,81.32387797861327,0.0
438,MIH119_2189,12,17,2,PHW65_MoG_0332/PHT69,PHW65_MoG_0332/PHT69,WIPV17/31124,1.0,74,42.0,48.0,44.0,28.0,0.020206191406172084,2.088758349384108,-1.344978552164274,1.2691694995195577,32.698372321005344,40.372991229409394,29.441746679789762,11.576768944313965,65.67079572738254,0.0
439,MIH119_2190,11,17,2,PHW65_MoG_0338/PHT69,PHW65_MoG_0338/PHT69,WIPV17/30526,1.0,68,45.0,42.0,47.0,30.0,0.16128064307530496,1.5595455520643564,-0.9225061480823862,1.277002409615647,31.449138498866336,41.723273455505435,34.927806797437526,16.85729670371604,68.92514809823618,0.0
441,MIH119_2192,9,17,2,PHW65_MoG_0343/PHT69,PHW65_MoG_0343/PHT69,WIPV17/30529,1.0,82,63.0,55.0,50.0,36.0,0.019419241417387077,1.9656770962367898,-0.21252659828925216,1.481342259791696,40.95760221444959,62.38688833071893,28.678821817552304,8.767905360484123,81.54452478736914,0.0
442,MIH119_2193,8,17,2,PHW65_MoG_0350/PHT69,PHW65_MoG_0350/PHT69,WIPV17/31130,1.0,58,50.0,35.0,56.0,21.0,0.08185248181622815,1.8241030008062828,-0.7730161003783996,1.3823847903860802,32.120280435658586,42.4024048078213,45.87251448018354,26.495963211660246,80.1597865477559,0.0
443,MIH119_2194,7,17,2,PHW65_MoG_0352/PHT69,PHW65_MoG_0352/PHT69,WIPV17/30531,1.0,61,65.0,31.0,59.0,23.0,0.4028193379570572,1.4155389108664036,-0.00042354799287747314,3.2708394433947325,30.38724641969321,56.85028096406072,50.57287074142462,31.51262531601191,95.29353610928172,0.0
444,MIH119_2195,6,17,2,PHW65_MoG_0375/PHT69,PHW65_MoG_0375/PHT69,WIPV17/31134,1.0,73,43.0,34.0,47.0,23.0,0.2161587383392992,1.5890424851715015,-0.7411373326786347,1.324550859276904,26.282066463125098,41.12110450641053,38.96476591008696,12.571983303077678,78.55763730054842,0.0
446,MIH119_2197,4,17,2,PHW65_MoG_0381/PHT69,PHW65_MoG_0381/PHT69,WIPV17/31137,1.0,81,44.0,47.0,46.0,27.0,0.019186426452482953,2.1046420960694476,-1.3544244718935836,1.2674343475599728,33.64227027448184,43.45828698618606,31.37192456287493,6.883116461770158,74.79706104936538,0.0
449,MIH119_2200,4,18,2,PHW65_MoG_0393/PHT69,PHW65_MoG_0420/PHT69,WIPV17/31145,,66,53.0,40.0,52.0,21.0,0.01856719273113224,2.1859292733685356,-0.05611453802134724,2.136970213184364,33.42495570370005,48.41790925505784,39.834311042186854,21.557042083017407,79.90047355131198,0.0
450,MIH119_2201,5,18,2,PHW65_MoG_0410/PHT69,PHW65_MoG_0410/PHT69,WIPV17/31143,1.0,75,55.0,43.0,56.0,22.0,0.009141917044755692,2.30805583031169,-0.6347516449434952,1.3833056294694694,38.19190816349992,53.12592044589876,40.95580729067355,14.235047480638642,90.45458566112744,0.0
452,MIH119_2203,7,18,2,PHW65_MoG_0421/PHT69,PHW65_MoG_0421/PHT69,WIPV17/31146,1.0,78,40.0,37.0,44.0,26.0,0.2225233179030808,1.5450147637633964,-0.9322474323215381,1.323996553885038,26.47986101869013,39.12590402935223,35.139962442080886,8.316467632710372,74.7525010186973,0.0
454,MIH119_2205,9,18,2,PHW65_MoG_0423/PHT69,PHW65_MoG_0354/PHT69,WIPV17/31132,,50,31.0,21.0,51.0,18.0,1.5377964942482836,1.1814120211421633,-1.940397312189801,1.5641141650114028,18.276765426810307,23.747377736688318,47.61260175135729,19.926415900282716,79.46543802036274,0.0
455,MIH119_2206,10,18,2,PHW65_MoG_0424/PHT69,PHW65_MoG_0424/PHT69,WIPV17/30549,1.0,65,58.0,41.0,52.0,26.0,0.07271267394094066,1.7823019379785443,-0.008271289633504557,2.5676786389508703,34.115069507506384,52.565851648125694,39.24489817158414,24.511859180960567,79.01099679267281,0.0
456,MIH119_2207,11,18,2,PHW65_MoG_0424/PHT69,PHW65_MoG_0379/PHT69,WIPV17/31136,,80,42.0,35.0,47.0,22.0,0.1276355097894745,1.7330744724858407,-0.8042750158407572,1.3714945428965284,26.95809250849917,41.361925626512736,38.50014608158261,7.293223462011074,83.09439111696042,0.0
458,MIH119_2209,13,18,2,PHW65_MoG_0429/PHT69,PHW65_MoG_0426/PHT69,WIPV17/31150,,71,54.0,46.0,46.0,30.0,0.06009290161653859,1.7935911162630085,-0.027622822323408406,2.1652281625957053,33.089630815577955,51.05800308236311,31.954285041113874,17.580680340686463,71.71229095554071,0.0
460,MIH119_2211,15,18,2,PHW65_MoG_0431/PHT69,PHW65_MoG_0438/PHT69,WIPV17/30554,,64,56.0,40.0,54.0,25.0,0.06992895981575174,1.7994549660566952,-0.07043651500528551,1.9920391651580553,34.71053092307312,50.332466592753356,41.36639992842481,24.548784220188335,79.92422586642678,0.0
461,MIH119_2212,16,18,2,PHW65_MoG_0436/PHT69,PHW65_MoG_0436/PHT69,WIPV17/30553,1.0,79,54.0,38.0,50.0,25.0,0.12643765987931171,1.675472432938302,-0.18100845588144931,1.6380199808059455,30.783073766282914,53.00786790617386,39.40053768033609,10.30368575033342,88.96621303331241,0.0
463,MIH119_2214,18,18,2,PHW65_MoG_0439/PHT69,PHW65_MoG_0442/PHT69,WIPV17/30556,,60,44.0,38.0,47.0,34.0,0.7513443319136031,1.1583035751188822,-0.8961490018018143,1.272718498455869,28.93608934030594,38.105117766515306,37.036505419515926,21.999999999999996,64.8373763485378,0.0
464,MIH119_2215,19,18,2,PHW65_MoG_0444/PHT69,PHW65_MoG_0444/PHT69,WIPV17/31157,1.0,76,64.0,47.0,58.0,32.0,0.0636918968361562,1.7161486745157093,-0.48809901171745196,1.3083275328346864,42.41851469391189,62.098926481663774,39.55590488362491,15.483001318378735,91.05495510741545,0.0
466,MIH119_2217,21,18,2,PHW65_MoG_0449/PHT69,PHW65_MoG_0449/PHT69,WIPV17/30559,1.0,60,41.0,27.0,54.0,20.0,0.5459884071251595,1.3999096671234097,-1.102068617799466,1.3437529130002213,24.515486985935528,35.50704155516199,48.11435230617186,20.499999999999996,84.44833347811895,0.0
467,MIH119_2218,22,18,2,PHW65_MoG_0460/PHT69,PHW65_MoG_0460/PHT69,WIPV17/31161,1.0,75,53.0,45.0,55.0,29.0,0.05268494515603745,1.8040477552714238,-0.841909369546393,1.3538104109154738,38.890872965260115,51.19406879332062,38.89087296526011,13.717409390433598,85.15981379888044,0.0
468,MIH119_2219,23,18,2,PHW65_MoG_0461/PHT69,PHW65_MoG_0461/PHT69,WIPV17/30562,1.0,80,49.0,28.0,44.0,20.0,0.4658720207123186,1.4608596572009636,-0.007603218071270568,2.499170490137471,20.6567487625792,48.255579897598196,38.849694085792784,8.508760705679586,88.59536660791042,0.0
470,MIH119_2221,25,18,2,PHW65_MoG_0476/PHT69,PHW65_MoG_0476/PHT69,WIPV17/31165,1.0,82,64.0,55.0,44.0,35.0,0.01685579143856349,2.039606729161475,-0.006005188910110962,2.3905072326232504,36.04268994871564,63.3771563994605,25.237363199446026,8.907078461444188,79.09957891342943,0.0
471,MIH119_2222,26,18,2,PHW65_MoG_0499/PHT69,PHW65_MoG_0467/PHT69,WIPV17/30564,,56,47.0,36.0,50.0,24.0,0.16258362535049886,1.6318412357053738,-0.4592169413386669,1.5179096286703007,29.389262614623657,38.96476591008696,40.45084971874737,26.282066463125098,68.67700980517587,0.0
472,MIH119_2223,27,18,2,PHW65_MoG_0499/PHT69,PHW65_MoG_0499/PHT69,WIPV17/30568,1.0,32,74.0,28.0,65.0,25.0,1.164433178148589,1.1402545558982458,0.0,0.0,30.515651581082906,39.214025553257166,57.391593535830246,62.75555911557552,113.92698189273158,1.0
475,MIH119_2226,30,18,2,PHW65_MoG_0513/PHT69,PHW65_MoG_0513/PHT69,WIPV17/31171,1.0,75,50.0,46.0,51.0,26.0,0.016891236052791792,2.1231517804366185,-0.6426420960506972,1.4499534853222371,36.68632981727121,48.29629131445341,35.42757689340886,12.940952255126037,79.26921697119731,0.0
476,MIH119_2227,30,19,2,PHW65_MoG_0517/PHT69,PHW65_MoG_0517/PHT69,WIPV17/30572,1.0,75,44.0,45.0,47.0,35.0,0.22311939895918015,1.4281480067421146,-1.2988190475503842,1.267752636432085,33.23401871576774,42.500736356719,33.23401871576773,11.388037984510913,71.4970225497294,0.0
478,MIH119_2229,28,19,2,PHW65_MoG_0534/PHT69,PHW65_MoG_0534/PHT69,WIPV17/31174,1.0,48,52.0,30.0,59.0,26.0,0.930016005355704,1.1837434748563307,-0.8505497891732481,1.3343961177789447,29.500000000000007,38.6435309248245,51.09549882328188,34.79479153066063,78.0065239909011,0.0
479,MIH119_2230,27,19,2,PHW65_MoG_0539/PHT69,PHW65_MoG_0539/PHT69,WIPV17/31175,1.0,42,67.0,30.0,68.0,24.0,0.6082671416859191,1.2967499360233974,-0.015576501820387412,2.6737493856306243,34.00000000000001,44.8317506260435,58.88972745734183,49.79070330698541,83.66136534666272,0.0
482,MIH119_2233,24,19,2,PHW65_MoG_0545/PHT69,PHW65_MoG_0545/PHT69,WIPV17/30578,1.0,74,47.0,44.0,54.0,24.0,0.014962604003312145,2.168972500363195,-1.0954463467984001,1.5525949314963936,37.511552004785855,45.17929970910099,38.84434921828716,12.95495572339896,84.2479266603938,0.0
484,MIH119_2235,22,19,2,PHW65_MoG_0567/PHT69,PHW65_MoG_0567/PHT69,WIPV17/30583,1.0,66,53.0,45.0,49.0,26.0,0.024147214755234323,2.0503038415792965,-0.045794611186310674,2.1565664528803206,34.64823227814083,48.41790925505784,34.648232278140824,21.557042083017407,71.39055623005899,0.0
485,MIH119_2236,21,19,2,PHW65_MoG_0569/PHT69,Mo44_PHW65_0471/PHT69,WIPV17/30755,,70,52.0,45.0,54.0,29.0,0.05346799912955994,1.8040477552714238,-0.6574140510200912,1.450311929485789,38.18376618407357,48.86401628086724,38.18376618407356,17.785047452934773,79.20056911013904,0.0
486,MIH119_2237,20,19,2,PHW65_MoG_0569/PHT69,PHW65_MoG_0064/PHT69,WIPV17/30409,,76,57.0,50.0,52.0,30.0,0.016628584069774726,2.064177772475911,-0.46717083645854923,1.3648422864319802,39.834311042186854,55.3068563977318,33.42495570370004,13.789548049181061,79.66127615079697,0.0
488,MIH119_2239,18,19,2,PHW65_MoG_0572/PHT69,PHW65_MoG_0572/PHT69,WIPV17/31185,1.0,85,36.0,51.0,38.0,36.0,0.0757921955753796,1.699690119896105,-1.3744578534305363,1.4715364091894723,29.531546535364896,35.86300913130284,23.914174859893826,3.137606738915694,60.889710761967734,0.0
